country,generation,age,suicides_no
Bosnia and Herzegovina,Boomers,55-74 years,2
Bosnia and Herzegovina,Boomers,55-74 years,0
Bosnia and Herzegovina,Boomers,55-74 years,84
Bosnia and Herzegovina,Boomers,55-74 years,23
Brazil,Boomers,25-34 years,791
Brazil,Boomers,25-34 years,269
Brazil,Boomers,25-34 years,754
Brazil,Boomers,25-34 years,257
Brazil,Boomers,25-34 years,865
Brazil,Boomers,25-34 years,266
Brazil,Boomers,25-34 years,849
Brazil,Boomers,25-34 years,266
Brazil,Boomers,25-34 years,891
Brazil,Boomers,25-34 years,247
Brazil,Boomers,25-34 years,945
Brazil,Boomers,25-34 years,250
Brazil,Boomers,35-54 years,1334
Brazil,Boomers,25-34 years,1002
Brazil,Boomers,35-54 years,331
Brazil,Boomers,25-34 years,266
Brazil,Boomers,35-54 years,1408
Brazil,Boomers,25-34 years,981
Brazil,Boomers,35-54 years,391
Brazil,Boomers,25-34 years,262
Brazil,Boomers,25-34 years,1183
Brazil,Boomers,35-54 years,1374
Brazil,Boomers,35-54 years,346
Brazil,Boomers,25-34 years,261
Brazil,Boomers,25-34 years,1228
Brazil,Boomers,35-54 years,1436
Brazil,Boomers,35-54 years,369
Brazil,Boomers,25-34 years,291
Brazil,Boomers,35-54 years,1703
Brazil,Boomers,35-54 years,450
Brazil,Boomers,35-54 years,1827
Brazil,Boomers,35-54 years,448
Brazil,Boomers,35-54 years,1856
Brazil,Boomers,35-54 years,507
Brazil,Boomers,35-54 years,1902
Brazil,Boomers,35-54 years,458
Brazil,Boomers,35-54 years,1897
Brazil,Boomers,35-54 years,426
Brazil,Boomers,35-54 years,1989
Brazil,Boomers,35-54 years,456
Brazil,Boomers,35-54 years,2227
Brazil,Boomers,35-54 years,578
Brazil,Boomers,35-54 years,2178
Brazil,Boomers,35-54 years,607
Brazil,Boomers,35-54 years,2299
Brazil,Boomers,35-54 years,559
Brazil,Boomers,35-54 years,2230
Brazil,Boomers,35-54 years,606
Brazil,Boomers,35-54 years,2490
Brazil,Boomers,35-54 years,664
Brazil,Boomers,35-54 years,2536
Brazil,Boomers,35-54 years,708
Brazil,Boomers,35-54 years,2516
Brazil,Boomers,35-54 years,723
Brazil,Boomers,35-54 years,2608
Brazil,Boomers,35-54 years,745
Brazil,Boomers,35-54 years,2737
Brazil,Boomers,35-54 years,768
Brazil,Boomers,55-74 years,1323
Brazil,Boomers,55-74 years,352
Brazil,Boomers,55-74 years,1458
Brazil,Boomers,55-74 years,418
Brazil,Boomers,55-74 years,1474
Brazil,Boomers,55-74 years,433
Brazil,Boomers,55-74 years,1534
Brazil,Boomers,55-74 years,389
Brazil,Boomers,55-74 years,1693
Brazil,Boomers,55-74 years,479
Bulgaria,Boomers,25-34 years,105
Bulgaria,Boomers,25-34 years,36
Bulgaria,Boomers,25-34 years,123
Bulgaria,Boomers,25-34 years,20
Bulgaria,Boomers,25-34 years,110
Bulgaria,Boomers,25-34 years,28
Bulgaria,Boomers,25-34 years,99
Bulgaria,Boomers,25-34 years,39
Bulgaria,Boomers,25-34 years,107
Bulgaria,Boomers,25-34 years,28
Bulgaria,Boomers,25-34 years,106
Bulgaria,Boomers,25-34 years,30
Bulgaria,Boomers,35-54 years,289
Bulgaria,Boomers,25-34 years,111
Bulgaria,Boomers,35-54 years,69
Bulgaria,Boomers,25-34 years,23
Bulgaria,Boomers,35-54 years,319
Bulgaria,Boomers,25-34 years,112
Bulgaria,Boomers,35-54 years,81
Bulgaria,Boomers,25-34 years,27
Bulgaria,Boomers,35-54 years,308
Bulgaria,Boomers,25-34 years,116
Bulgaria,Boomers,25-34 years,45
Bulgaria,Boomers,35-54 years,72
Bulgaria,Boomers,35-54 years,329
Bulgaria,Boomers,25-34 years,87
Bulgaria,Boomers,35-54 years,103
Bulgaria,Boomers,25-34 years,33
Bulgaria,Boomers,35-54 years,307
Bulgaria,Boomers,35-54 years,79
Bulgaria,Boomers,35-54 years,376
Bulgaria,Boomers,35-54 years,90
Bulgaria,Boomers,35-54 years,301
Bulgaria,Boomers,35-54 years,103
Bulgaria,Boomers,35-54 years,299
Bulgaria,Boomers,35-54 years,90
Bulgaria,Boomers,35-54 years,301
Bulgaria,Boomers,35-54 years,80
Bulgaria,Boomers,35-54 years,371
Bulgaria,Boomers,35-54 years,97
Bulgaria,Boomers,35-54 years,301
Bulgaria,Boomers,35-54 years,94
Bulgaria,Boomers,35-54 years,315
Bulgaria,Boomers,35-54 years,77
Bulgaria,Boomers,35-54 years,261
Bulgaria,Boomers,35-54 years,67
Bulgaria,Boomers,35-54 years,238
Bulgaria,Boomers,35-54 years,75
Bulgaria,Boomers,35-54 years,214
Bulgaria,Boomers,35-54 years,56
Bulgaria,Boomers,35-54 years,196
Bulgaria,Boomers,35-54 years,53
Bulgaria,Boomers,35-54 years,180
Bulgaria,Boomers,35-54 years,58
Bulgaria,Boomers,35-54 years,205
Bulgaria,Boomers,35-54 years,41
Bulgaria,Boomers,35-54 years,211
Bulgaria,Boomers,35-54 years,49
Bulgaria,Boomers,55-74 years,209
Bulgaria,Boomers,55-74 years,51
Bulgaria,Boomers,55-74 years,244
Bulgaria,Boomers,55-74 years,65
Bulgaria,Boomers,55-74 years,207
Bulgaria,Boomers,55-74 years,41
Bulgaria,Boomers,55-74 years,194
Bulgaria,Boomers,55-74 years,54
Cabo Verde,Boomers,55-74 years,2
Cabo Verde,Boomers,55-74 years,1
Canada,Boomers,25-34 years,605
Canada,Boomers,25-34 years,148
Canada,Boomers,25-34 years,719
Canada,Boomers,25-34 years,172
Canada,Boomers,25-34 years,709
Canada,Boomers,25-34 years,178
Canada,Boomers,25-34 years,679
Canada,Boomers,25-34 years,168
Canada,Boomers,25-34 years,666
Canada,Boomers,25-34 years,174
Canada,Boomers,25-34 years,703
Canada,Boomers,25-34 years,154
Canada,Boomers,25-34 years,713
Canada,Boomers,35-54 years,974
Canada,Boomers,35-54 years,271
Canada,Boomers,25-34 years,177
Canada,Boomers,25-34 years,739
Canada,Boomers,35-54 years,1020
Canada,Boomers,35-54 years,323
Canada,Boomers,25-34 years,155
Canada,Boomers,35-54 years,1141
Canada,Boomers,25-34 years,721
Canada,Boomers,35-54 years,331
Canada,Boomers,25-34 years,146
Canada,Boomers,35-54 years,1150
Canada,Boomers,25-34 years,636
Canada,Boomers,35-54 years,339
Canada,Boomers,25-34 years,135
Canada,Boomers,35-54 years,1264
Canada,Boomers,35-54 years,363
Canada,Boomers,35-54 years,1273
Canada,Boomers,35-54 years,434
Canada,Boomers,35-54 years,1230
Canada,Boomers,35-54 years,356
Canada,Boomers,35-54 years,1226
Canada,Boomers,35-54 years,341
Canada,Boomers,35-54 years,1442
Canada,Boomers,35-54 years,435
Canada,Boomers,35-54 years,1254
Canada,Boomers,35-54 years,393
Canada,Boomers,35-54 years,1347
Canada,Boomers,35-54 years,392
Canada,Boomers,35-54 years,1292
Canada,Boomers,35-54 years,370
Canada,Boomers,35-54 years,1317
Canada,Boomers,35-54 years,438
Canada,Boomers,35-54 years,1210
Canada,Boomers,35-54 years,428
Canada,Boomers,35-54 years,1341
Canada,Boomers,35-54 years,418
Canada,Boomers,35-54 years,1202
Canada,Boomers,35-54 years,362
Canada,Boomers,35-54 years,1224
Canada,Boomers,35-54 years,400
Canada,Boomers,35-54 years,1241
Canada,Boomers,35-54 years,413
Canada,Boomers,35-54 years,1328
Canada,Boomers,35-54 years,402
Canada,Boomers,55-74 years,683
Canada,Boomers,55-74 years,215
Canada,Boomers,55-74 years,770
Canada,Boomers,55-74 years,241
Canada,Boomers,55-74 years,812
Canada,Boomers,55-74 years,255
Chile,Boomers,25-34 years,122
Chile,Boomers,25-34 years,19
Chile,Boomers,25-34 years,124
Chile,Boomers,25-34 years,26
Chile,Boomers,25-34 years,147
Chile,Boomers,25-34 years,29
Chile,Boomers,25-34 years,160
Chile,Boomers,25-34 years,19
Chile,Boomers,25-34 years,162
Chile,Boomers,25-34 years,23
Chile,Boomers,25-34 years,148
Chile,Boomers,25-34 years,27
Chile,Boomers,35-54 years,222
Chile,Boomers,25-34 years,143
Chile,Boomers,35-54 years,42
Chile,Boomers,25-34 years,29
Chile,Boomers,25-34 years,162
Chile,Boomers,35-54 years,170
Chile,Boomers,25-34 years,25
Chile,Boomers,35-54 years,27
Chile,Boomers,35-54 years,187
Chile,Boomers,25-34 years,150
Chile,Boomers,35-54 years,45
Chile,Boomers,25-34 years,24
Chile,Boomers,25-34 years,184
Chile,Boomers,35-54 years,223
Chile,Boomers,25-34 years,26
Chile,Boomers,35-54 years,30
Chile,Boomers,35-54 years,271
Chile,Boomers,35-54 years,35
Chile,Boomers,35-54 years,266
Chile,Boomers,35-54 years,37
Chile,Boomers,35-54 years,260
Chile,Boomers,35-54 years,40
Chile,Boomers,35-54 years,320
Chile,Boomers,35-54 years,40
Chile,Boomers,35-54 years,323
Chile,Boomers,35-54 years,39
Chile,Boomers,35-54 years,457
Chile,Boomers,35-54 years,70
Chile,Boomers,35-54 years,540
Chile,Boomers,35-54 years,85
Chile,Boomers,35-54 years,519
Chile,Boomers,35-54 years,101
Chile,Boomers,35-54 years,522
Chile,Boomers,35-54 years,92
Chile,Boomers,35-54 years,537
Chile,Boomers,35-54 years,94
Chile,Boomers,35-54 years,512
Chile,Boomers,35-54 years,108
Chile,Boomers,35-54 years,597
Chile,Boomers,35-54 years,127
Chile,Boomers,35-54 years,532
Chile,Boomers,35-54 years,128
Chile,Boomers,35-54 years,616
Chile,Boomers,35-54 years,135
Chile,Boomers,35-54 years,613
Chile,Boomers,35-54 years,155
Chile,Boomers,55-74 years,339
Chile,Boomers,55-74 years,50
Chile,Boomers,55-74 years,285
Chile,Boomers,55-74 years,52
Chile,Boomers,55-74 years,288
Chile,Boomers,55-74 years,54
Chile,Boomers,55-74 years,308
Chile,Boomers,55-74 years,52
Chile,Boomers,55-74 years,301
Chile,Boomers,55-74 years,78
Colombia,Boomers,25-34 years,193
Colombia,Boomers,25-34 years,45
Colombia,Boomers,25-34 years,189
Colombia,Boomers,25-34 years,48
Colombia,Boomers,25-34 years,192
Colombia,Boomers,25-34 years,29
Colombia,Boomers,25-34 years,214
Colombia,Boomers,25-34 years,41
Colombia,Boomers,25-34 years,194
Colombia,Boomers,25-34 years,45
Colombia,Boomers,25-34 years,174
Colombia,Boomers,25-34 years,41
Colombia,Boomers,25-34 years,216
Colombia,Boomers,35-54 years,175
Colombia,Boomers,25-34 years,54
Colombia,Boomers,35-54 years,36
Colombia,Boomers,25-34 years,251
Colombia,Boomers,35-54 years,180
Colombia,Boomers,25-34 years,53
Colombia,Boomers,35-54 years,48
Colombia,Boomers,25-34 years,226
Colombia,Boomers,35-54 years,215
Colombia,Boomers,25-34 years,53
Colombia,Boomers,35-54 years,36
Colombia,Boomers,25-34 years,247
Colombia,Boomers,35-54 years,216
Colombia,Boomers,25-34 years,59
Colombia,Boomers,35-54 years,44
Colombia,Boomers,35-54 years,213
Colombia,Boomers,35-54 years,63
Colombia,Boomers,35-54 years,259
Colombia,Boomers,35-54 years,44
Colombia,Boomers,35-54 years,234
Colombia,Boomers,35-54 years,57
Colombia,Boomers,35-54 years,374
Colombia,Boomers,35-54 years,88
Colombia,Boomers,35-54 years,425
Colombia,Boomers,35-54 years,90
Colombia,Boomers,35-54 years,453
Colombia,Boomers,35-54 years,99
Colombia,Boomers,35-54 years,491
Colombia,Boomers,35-54 years,71
Colombia,Boomers,35-54 years,487
Colombia,Boomers,35-54 years,81
Colombia,Boomers,35-54 years,441
Colombia,Boomers,35-54 years,96
Colombia,Boomers,35-54 years,465
Colombia,Boomers,35-54 years,85
Colombia,Boomers,35-54 years,434
Colombia,Boomers,35-54 years,87
Colombia,Boomers,35-54 years,453
Colombia,Boomers,35-54 years,90
Colombia,Boomers,35-54 years,475
Colombia,Boomers,35-54 years,82
Colombia,Boomers,35-54 years,510
Colombia,Boomers,35-54 years,82
Colombia,Boomers,35-54 years,517
Colombia,Boomers,35-54 years,87
Colombia,Boomers,55-74 years,231
Colombia,Boomers,55-74 years,29
Colombia,Boomers,55-74 years,266
Colombia,Boomers,55-74 years,41
Colombia,Boomers,55-74 years,260
Colombia,Boomers,55-74 years,41
Colombia,Boomers,55-74 years,283
Colombia,Boomers,55-74 years,43
Colombia,Boomers,55-74 years,317
Colombia,Boomers,55-74 years,45
Costa Rica,Boomers,25-34 years,32
Costa Rica,Boomers,25-34 years,3
Costa Rica,Boomers,25-34 years,26
Costa Rica,Boomers,25-34 years,2
Costa Rica,Boomers,25-34 years,29
Costa Rica,Boomers,25-34 years,8
Costa Rica,Boomers,25-34 years,32
Costa Rica,Boomers,25-34 years,6
Costa Rica,Boomers,25-34 years,50
Costa Rica,Boomers,25-34 years,7
Costa Rica,Boomers,25-34 years,31
Costa Rica,Boomers,25-34 years,3
Costa Rica,Boomers,35-54 years,41
Costa Rica,Boomers,25-34 years,31
Costa Rica,Boomers,35-54 years,6
Costa Rica,Boomers,25-34 years,3
Costa Rica,Boomers,35-54 years,48
Costa Rica,Boomers,25-34 years,30
Costa Rica,Boomers,25-34 years,12
Costa Rica,Boomers,35-54 years,4
Costa Rica,Boomers,35-54 years,47
Costa Rica,Boomers,25-34 years,38
Costa Rica,Boomers,25-34 years,9
Costa Rica,Boomers,35-54 years,9
Costa Rica,Boomers,35-54 years,44
Costa Rica,Boomers,25-34 years,36
Costa Rica,Boomers,25-34 years,9
Costa Rica,Boomers,35-54 years,7
Costa Rica,Boomers,35-54 years,62
Costa Rica,Boomers,35-54 years,11
Costa Rica,Boomers,35-54 years,49
Costa Rica,Boomers,35-54 years,4
Costa Rica,Boomers,35-54 years,40
Costa Rica,Boomers,35-54 years,6
Costa Rica,Boomers,35-54 years,68
Costa Rica,Boomers,35-54 years,5
Costa Rica,Boomers,35-54 years,80
Costa Rica,Boomers,35-54 years,6
Costa Rica,Boomers,35-54 years,77
Costa Rica,Boomers,35-54 years,5
Costa Rica,Boomers,35-54 years,61
Costa Rica,Boomers,35-54 years,8
Costa Rica,Boomers,35-54 years,84
Costa Rica,Boomers,35-54 years,9
Costa Rica,Boomers,35-54 years,91
Costa Rica,Boomers,35-54 years,11
Costa Rica,Boomers,35-54 years,104
Costa Rica,Boomers,35-54 years,12
Costa Rica,Boomers,35-54 years,98
Costa Rica,Boomers,35-54 years,16
Costa Rica,Boomers,35-54 years,123
Costa Rica,Boomers,35-54 years,14
Costa Rica,Boomers,35-54 years,90
Costa Rica,Boomers,35-54 years,9
Costa Rica,Boomers,35-54 years,101
Costa Rica,Boomers,35-54 years,10
Costa Rica,Boomers,35-54 years,86
Costa Rica,Boomers,35-54 years,13
Costa Rica,Boomers,55-74 years,40
Costa Rica,Boomers,55-74 years,8
Costa Rica,Boomers,55-74 years,40
Costa Rica,Boomers,55-74 years,6
Costa Rica,Boomers,55-74 years,49
Costa Rica,Boomers,55-74 years,5
Costa Rica,Boomers,55-74 years,46
Costa Rica,Boomers,55-74 years,5
Croatia,Boomers,35-54 years,226
Croatia,Boomers,35-54 years,65
Croatia,Boomers,35-54 years,221
Croatia,Boomers,35-54 years,65
Croatia,Boomers,35-54 years,223
Croatia,Boomers,35-54 years,59
Croatia,Boomers,35-54 years,236
Croatia,Boomers,35-54 years,75
Croatia,Boomers,35-54 years,245
Croatia,Boomers,35-54 years,70
Croatia,Boomers,35-54 years,249
Croatia,Boomers,35-54 years,64
Croatia,Boomers,35-54 years,231
Croatia,Boomers,35-54 years,56
Croatia,Boomers,35-54 years,199
Croatia,Boomers,35-54 years,54
Croatia,Boomers,35-54 years,227
Croatia,Boomers,35-54 years,47
Croatia,Boomers,35-54 years,214
Croatia,Boomers,35-54 years,64
Croatia,Boomers,35-54 years,227
Croatia,Boomers,35-54 years,68
Croatia,Boomers,35-54 years,207
Croatia,Boomers,35-54 years,67
Croatia,Boomers,35-54 years,198
Croatia,Boomers,35-54 years,45
Croatia,Boomers,35-54 years,202
Croatia,Boomers,35-54 years,47
Croatia,Boomers,35-54 years,220
Croatia,Boomers,35-54 years,45
Croatia,Boomers,55-74 years,188
Croatia,Boomers,55-74 years,68
Croatia,Boomers,55-74 years,207
Croatia,Boomers,55-74 years,73
Croatia,Boomers,55-74 years,174
Croatia,Boomers,55-74 years,48
Croatia,Boomers,55-74 years,193
Croatia,Boomers,55-74 years,71
Croatia,Boomers,55-74 years,207
Croatia,Boomers,55-74 years,75
Croatia,Boomers,55-74 years,187
Croatia,Boomers,55-74 years,69
Cuba,Boomers,35-54 years,376
Cuba,Boomers,25-34 years,214
Cuba,Boomers,35-54 years,256
Cuba,Boomers,25-34 years,183
Cuba,Boomers,35-54 years,371
Cuba,Boomers,25-34 years,245
Cuba,Boomers,35-54 years,254
Cuba,Boomers,25-34 years,179
Cuba,Boomers,35-54 years,399
Cuba,Boomers,25-34 years,252
Cuba,Boomers,35-54 years,235
Cuba,Boomers,25-34 years,156
Cuba,Boomers,35-54 years,374
Cuba,Boomers,35-54 years,241
Cuba,Boomers,35-54 years,403
Cuba,Boomers,35-54 years,201
Cuba,Boomers,35-54 years,446
Cuba,Boomers,35-54 years,216
Cuba,Boomers,35-54 years,413
Cuba,Boomers,35-54 years,215
Cuba,Boomers,35-54 years,495
Cuba,Boomers,35-54 years,182
Cuba,Boomers,35-54 years,432
Cuba,Boomers,35-54 years,175
Cuba,Boomers,35-54 years,385
Cuba,Boomers,35-54 years,147
Cuba,Boomers,35-54 years,400
Cuba,Boomers,35-54 years,160
Cuba,Boomers,35-54 years,404
Cuba,Boomers,35-54 years,132
Cuba,Boomers,35-54 years,416
Cuba,Boomers,35-54 years,135
Cuba,Boomers,35-54 years,387
Cuba,Boomers,35-54 years,114
Cuba,Boomers,35-54 years,388
Cuba,Boomers,35-54 years,98
Cuba,Boomers,35-54 years,370
Cuba,Boomers,35-54 years,93
Cuba,Boomers,35-54 years,407
Cuba,Boomers,35-54 years,99
Cuba,Boomers,35-54 years,428
Cuba,Boomers,35-54 years,123
Cuba,Boomers,55-74 years,345
Cuba,Boomers,55-74 years,123
Cuba,Boomers,55-74 years,357
Cuba,Boomers,55-74 years,107
Cuba,Boomers,55-74 years,401
Cuba,Boomers,55-74 years,111
Cuba,Boomers,55-74 years,348
Cuba,Boomers,55-74 years,116
Cuba,Boomers,55-74 years,394
Cuba,Boomers,55-74 years,104
Cyprus,Boomers,35-54 years,0
Cyprus,Boomers,35-54 years,0
Cyprus,Boomers,35-54 years,2
Cyprus,Boomers,35-54 years,0
Cyprus,Boomers,35-54 years,3
Cyprus,Boomers,35-54 years,1
Cyprus,Boomers,35-54 years,4
Cyprus,Boomers,35-54 years,1
Cyprus,Boomers,35-54 years,3
Cyprus,Boomers,35-54 years,2
Cyprus,Boomers,35-54 years,3
Cyprus,Boomers,35-54 years,1
Cyprus,Boomers,35-54 years,16
Cyprus,Boomers,35-54 years,5
Cyprus,Boomers,35-54 years,7
Cyprus,Boomers,35-54 years,4
Cyprus,Boomers,55-74 years,8
Cyprus,Boomers,55-74 years,1
Cyprus,Boomers,55-74 years,5
Cyprus,Boomers,55-74 years,0
Cyprus,Boomers,55-74 years,10
Cyprus,Boomers,55-74 years,1
Cyprus,Boomers,55-74 years,7
Cyprus,Boomers,55-74 years,5
Cyprus,Boomers,55-74 years,9
Cyprus,Boomers,55-74 years,3
Cyprus,Boomers,55-74 years,7
Cyprus,Boomers,55-74 years,1
Czech Republic,Boomers,25-34 years,176
Czech Republic,Boomers,25-34 years,53
Czech Republic,Boomers,35-54 years,554
Czech Republic,Boomers,25-34 years,176
Czech Republic,Boomers,35-54 years,157
Czech Republic,Boomers,25-34 years,45
Czech Republic,Boomers,35-54 years,623
Czech Republic,Boomers,25-34 years,172
Czech Republic,Boomers,35-54 years,164
Czech Republic,Boomers,25-34 years,52
Czech Republic,Boomers,35-54 years,592
Czech Republic,Boomers,25-34 years,159
Czech Republic,Boomers,35-54 years,159
Czech Republic,Boomers,25-34 years,46
Czech Republic,Boomers,35-54 years,522
Czech Republic,Boomers,25-34 years,177
Czech Republic,Boomers,35-54 years,177
Czech Republic,Boomers,25-34 years,41
Czech Republic,Boomers,35-54 years,524
Czech Republic,Boomers,35-54 years,138
Czech Republic,Boomers,35-54 years,488
Czech Republic,Boomers,35-54 years,117
Czech Republic,Boomers,35-54 years,550
Czech Republic,Boomers,35-54 years,134
Czech Republic,Boomers,35-54 years,554
Czech Republic,Boomers,35-54 years,110
Czech Republic,Boomers,35-54 years,509
Czech Republic,Boomers,35-54 years,107
Czech Republic,Boomers,35-54 years,546
Czech Republic,Boomers,35-54 years,120
Czech Republic,Boomers,35-54 years,558
Czech Republic,Boomers,35-54 years,129
Czech Republic,Boomers,35-54 years,518
Czech Republic,Boomers,35-54 years,108
Czech Republic,Boomers,35-54 years,572
Czech Republic,Boomers,35-54 years,127
Czech Republic,Boomers,35-54 years,540
Czech Republic,Boomers,35-54 years,99
Czech Republic,Boomers,35-54 years,516
Czech Republic,Boomers,35-54 years,109
Czech Republic,Boomers,35-54 years,459
Czech Republic,Boomers,35-54 years,95
Czech Republic,Boomers,35-54 years,440
Czech Republic,Boomers,35-54 years,73
Czech Republic,Boomers,35-54 years,434
Czech Republic,Boomers,35-54 years,88
Czech Republic,Boomers,35-54 years,476
Czech Republic,Boomers,35-54 years,79
Czech Republic,Boomers,55-74 years,424
Czech Republic,Boomers,55-74 years,77
Czech Republic,Boomers,55-74 years,430
Czech Republic,Boomers,55-74 years,106
Czech Republic,Boomers,55-74 years,399
Czech Republic,Boomers,55-74 years,92
Czech Republic,Boomers,55-74 years,364
Czech Republic,Boomers,55-74 years,107
Czech Republic,Boomers,55-74 years,373
Czech Republic,Boomers,55-74 years,80
Czech Republic,Boomers,55-74 years,319
Czech Republic,Boomers,55-74 years,86
Denmark,Boomers,35-54 years,279
Denmark,Boomers,25-34 years,85
Denmark,Boomers,35-54 years,113
Denmark,Boomers,25-34 years,23
Denmark,Boomers,35-54 years,204
Denmark,Boomers,35-54 years,108
Denmark,Boomers,35-54 years,236
Denmark,Boomers,35-54 years,115
Denmark,Boomers,35-54 years,191
Denmark,Boomers,35-54 years,84
Denmark,Boomers,35-54 years,235
Denmark,Boomers,35-54 years,79
Denmark,Boomers,35-54 years,214
Denmark,Boomers,35-54 years,74
Denmark,Boomers,35-54 years,218
Denmark,Boomers,35-54 years,74
Denmark,Boomers,35-54 years,204
Denmark,Boomers,35-54 years,73
Denmark,Boomers,35-54 years,182
Denmark,Boomers,35-54 years,63
Denmark,Boomers,35-54 years,206
Denmark,Boomers,35-54 years,43
Denmark,Boomers,35-54 years,180
Denmark,Boomers,35-54 years,71
Denmark,Boomers,35-54 years,158
Denmark,Boomers,35-54 years,58
Denmark,Boomers,35-54 years,161
Denmark,Boomers,35-54 years,57
Denmark,Boomers,35-54 years,145
Denmark,Boomers,35-54 years,71
Denmark,Boomers,35-54 years,150
Denmark,Boomers,35-54 years,76
Denmark,Boomers,35-54 years,186
Denmark,Boomers,35-54 years,43
Denmark,Boomers,55-74 years,139
Denmark,Boomers,55-74 years,57
Denmark,Boomers,55-74 years,153
Denmark,Boomers,55-74 years,71
Denmark,Boomers,55-74 years,157
Denmark,Boomers,55-74 years,52
Denmark,Boomers,55-74 years,155
Denmark,Boomers,55-74 years,50
Denmark,Boomers,55-74 years,126
Denmark,Boomers,55-74 years,67
Dominica,Boomers,25-34 years,0
Dominica,Boomers,25-34 years,0
Ecuador,Boomers,25-34 years,70
Ecuador,Boomers,25-34 years,31
Ecuador,Boomers,25-34 years,67
Ecuador,Boomers,25-34 years,28
Ecuador,Boomers,25-34 years,74
Ecuador,Boomers,25-34 years,26
Ecuador,Boomers,25-34 years,93
Ecuador,Boomers,25-34 years,28
Ecuador,Boomers,25-34 years,76
Ecuador,Boomers,25-34 years,39
Ecuador,Boomers,25-34 years,89
Ecuador,Boomers,25-34 years,42
Ecuador,Boomers,35-54 years,83
Ecuador,Boomers,25-34 years,70
Ecuador,Boomers,25-34 years,35
Ecuador,Boomers,35-54 years,18
Ecuador,Boomers,25-34 years,91
Ecuador,Boomers,35-54 years,69
Ecuador,Boomers,25-34 years,40
Ecuador,Boomers,35-54 years,20
Ecuador,Boomers,25-34 years,102
Ecuador,Boomers,35-54 years,89
Ecuador,Boomers,25-34 years,40
Ecuador,Boomers,35-54 years,32
Ecuador,Boomers,25-34 years,96
Ecuador,Boomers,35-54 years,96
Ecuador,Boomers,25-34 years,39
Ecuador,Boomers,35-54 years,21
Ecuador,Boomers,35-54 years,101
Ecuador,Boomers,35-54 years,24
Ecuador,Boomers,35-54 years,88
Ecuador,Boomers,35-54 years,21
Ecuador,Boomers,35-54 years,99
Ecuador,Boomers,35-54 years,24
Ecuador,Boomers,35-54 years,87
Ecuador,Boomers,35-54 years,24
Ecuador,Boomers,35-54 years,105
Ecuador,Boomers,35-54 years,27
Ecuador,Boomers,35-54 years,101
Ecuador,Boomers,35-54 years,23
Ecuador,Boomers,35-54 years,99
Ecuador,Boomers,35-54 years,32
Ecuador,Boomers,35-54 years,109
Ecuador,Boomers,35-54 years,27
Ecuador,Boomers,35-54 years,148
Ecuador,Boomers,35-54 years,23
Ecuador,Boomers,35-54 years,138
Ecuador,Boomers,35-54 years,27
Ecuador,Boomers,35-54 years,197
Ecuador,Boomers,35-54 years,35
Ecuador,Boomers,35-54 years,166
Ecuador,Boomers,35-54 years,46
Ecuador,Boomers,35-54 years,184
Ecuador,Boomers,35-54 years,42
Ecuador,Boomers,35-54 years,158
Ecuador,Boomers,35-54 years,53
Ecuador,Boomers,35-54 years,180
Ecuador,Boomers,35-54 years,48
Ecuador,Boomers,55-74 years,83
Ecuador,Boomers,55-74 years,12
Ecuador,Boomers,55-74 years,87
Ecuador,Boomers,55-74 years,13
Ecuador,Boomers,55-74 years,65
Ecuador,Boomers,55-74 years,12
Ecuador,Boomers,55-74 years,74
Ecuador,Boomers,55-74 years,16
Ecuador,Boomers,55-74 years,108
Ecuador,Boomers,55-74 years,22
El Salvador,Boomers,25-34 years,119
El Salvador,Boomers,25-34 years,43
El Salvador,Boomers,25-34 years,88
El Salvador,Boomers,35-54 years,76
El Salvador,Boomers,25-34 years,28
El Salvador,Boomers,35-54 years,17
El Salvador,Boomers,25-34 years,72
El Salvador,Boomers,35-54 years,71
El Salvador,Boomers,25-34 years,34
El Salvador,Boomers,35-54 years,16
El Salvador,Boomers,25-34 years,83
El Salvador,Boomers,35-54 years,43
El Salvador,Boomers,25-34 years,29
El Salvador,Boomers,35-54 years,19
El Salvador,Boomers,35-54 years,90
El Salvador,Boomers,35-54 years,23
El Salvador,Boomers,35-54 years,82
El Salvador,Boomers,35-54 years,20
El Salvador,Boomers,35-54 years,106
El Salvador,Boomers,35-54 years,28
El Salvador,Boomers,35-54 years,98
El Salvador,Boomers,35-54 years,22
El Salvador,Boomers,35-54 years,101
El Salvador,Boomers,35-54 years,27
El Salvador,Boomers,35-54 years,91
El Salvador,Boomers,35-54 years,23
El Salvador,Boomers,35-54 years,91
El Salvador,Boomers,35-54 years,30
El Salvador,Boomers,35-54 years,84
El Salvador,Boomers,35-54 years,24
El Salvador,Boomers,35-54 years,102
El Salvador,Boomers,35-54 years,23
El Salvador,Boomers,35-54 years,104
El Salvador,Boomers,35-54 years,20
El Salvador,Boomers,35-54 years,88
El Salvador,Boomers,35-54 years,12
El Salvador,Boomers,35-54 years,78
El Salvador,Boomers,35-54 years,23
El Salvador,Boomers,35-54 years,111
El Salvador,Boomers,35-54 years,14
El Salvador,Boomers,35-54 years,103
El Salvador,Boomers,35-54 years,29
El Salvador,Boomers,35-54 years,113
El Salvador,Boomers,35-54 years,16
El Salvador,Boomers,55-74 years,39
El Salvador,Boomers,55-74 years,3
El Salvador,Boomers,55-74 years,62
El Salvador,Boomers,55-74 years,4
