country,generation,age,suicides_no
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,3
Kuwait,Generation Z,5-14 years,2
Kuwait,Generation Z,5-14 years,1
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kyrgyzstan,Generation Z,5-14 years,20
Kyrgyzstan,Generation Z,5-14 years,10
Kyrgyzstan,Generation Z,5-14 years,19
Kyrgyzstan,Generation Z,5-14 years,0
Kyrgyzstan,Generation Z,5-14 years,8
Kyrgyzstan,Generation Z,5-14 years,4
Kyrgyzstan,Generation Z,5-14 years,8
Kyrgyzstan,Generation Z,5-14 years,4
Kyrgyzstan,Generation Z,5-14 years,10
Kyrgyzstan,Generation Z,5-14 years,5
Kyrgyzstan,Generation Z,5-14 years,15
Kyrgyzstan,Generation Z,5-14 years,3
Kyrgyzstan,Generation Z,5-14 years,21
Kyrgyzstan,Generation Z,5-14 years,11
Kyrgyzstan,Generation Z,5-14 years,16
Kyrgyzstan,Generation Z,5-14 years,8
Kyrgyzstan,Generation Z,5-14 years,18
Kyrgyzstan,Generation Z,5-14 years,7
Latvia,Generation Z,5-14 years,2
Latvia,Generation Z,5-14 years,1
Latvia,Generation Z,5-14 years,1
Latvia,Generation Z,5-14 years,1
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,1
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,1
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,0
Latvia,Generation Z,5-14 years,1
Latvia,Generation Z,5-14 years,0
Lithuania,Generation Z,5-14 years,4
Lithuania,Generation Z,5-14 years,4
Lithuania,Generation Z,5-14 years,2
Lithuania,Generation Z,5-14 years,0
Lithuania,Generation Z,5-14 years,3
Lithuania,Generation Z,5-14 years,2
Lithuania,Generation Z,5-14 years,1
Lithuania,Generation Z,5-14 years,1
Lithuania,Generation Z,5-14 years,1
Lithuania,Generation Z,5-14 years,1
Lithuania,Generation Z,5-14 years,3
Lithuania,Generation Z,5-14 years,0
Lithuania,Generation Z,5-14 years,3
Lithuania,Generation Z,5-14 years,2
Lithuania,Generation Z,5-14 years,3
Lithuania,Generation Z,5-14 years,2
Lithuania,Generation Z,5-14 years,3
Lithuania,Generation Z,5-14 years,2
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,1
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,1
Luxembourg,Generation Z,5-14 years,0
Luxembourg,Generation Z,5-14 years,1
Luxembourg,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,0
Maldives,Generation Z,5-14 years,1
Maldives,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,1
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,1
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Malta,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,1
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,1
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,3
Mauritius,Generation Z,5-14 years,1
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,1
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,2
Mauritius,Generation Z,5-14 years,1
Mauritius,Generation Z,5-14 years,2
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,3
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,0
Mauritius,Generation Z,5-14 years,0
Mexico,Generation Z,5-14 years,83
Mexico,Generation Z,5-14 years,53
Mexico,Generation Z,5-14 years,111
Mexico,Generation Z,5-14 years,73
Mexico,Generation Z,5-14 years,109
Mexico,Generation Z,5-14 years,81
Mexico,Generation Z,5-14 years,109
Mexico,Generation Z,5-14 years,73
Mexico,Generation Z,5-14 years,140
Mexico,Generation Z,5-14 years,107
Mexico,Generation Z,5-14 years,123
Mexico,Generation Z,5-14 years,79
Mexico,Generation Z,5-14 years,102
Mexico,Generation Z,5-14 years,66
Mexico,Generation Z,5-14 years,129
Mexico,Generation Z,5-14 years,109
Mexico,Generation Z,5-14 years,137
Mexico,Generation Z,5-14 years,95
Montenegro,Generation Z,5-14 years,1
Montenegro,Generation Z,5-14 years,0
Montenegro,Generation Z,5-14 years,3
Montenegro,Generation Z,5-14 years,0
Montenegro,Generation Z,5-14 years,1
Montenegro,Generation Z,5-14 years,0
Netherlands,Generation Z,5-14 years,5
Netherlands,Generation Z,5-14 years,4
Netherlands,Generation Z,5-14 years,5
Netherlands,Generation Z,5-14 years,0
Netherlands,Generation Z,5-14 years,6
Netherlands,Generation Z,5-14 years,2
Netherlands,Generation Z,5-14 years,5
Netherlands,Generation Z,5-14 years,1
Netherlands,Generation Z,5-14 years,3
Netherlands,Generation Z,5-14 years,1
Netherlands,Generation Z,5-14 years,4
Netherlands,Generation Z,5-14 years,2
Netherlands,Generation Z,5-14 years,4
Netherlands,Generation Z,5-14 years,3
Netherlands,Generation Z,5-14 years,1
Netherlands,Generation Z,5-14 years,1
Netherlands,Generation Z,5-14 years,6
Netherlands,Generation Z,5-14 years,1
New Zealand,Generation Z,5-14 years,1
New Zealand,Generation Z,5-14 years,1
New Zealand,Generation Z,5-14 years,3
New Zealand,Generation Z,5-14 years,2
New Zealand,Generation Z,5-14 years,6
New Zealand,Generation Z,5-14 years,4
New Zealand,Generation Z,5-14 years,3
New Zealand,Generation Z,5-14 years,3
New Zealand,Generation Z,5-14 years,3
New Zealand,Generation Z,5-14 years,3
New Zealand,Generation Z,5-14 years,7
New Zealand,Generation Z,5-14 years,5
New Zealand,Generation Z,5-14 years,2
New Zealand,Generation Z,5-14 years,0
Nicaragua,Generation Z,5-14 years,7
Nicaragua,Generation Z,5-14 years,5
Nicaragua,Generation Z,5-14 years,9
Nicaragua,Generation Z,5-14 years,9
Nicaragua,Generation Z,5-14 years,6
Nicaragua,Generation Z,5-14 years,6
Nicaragua,Generation Z,5-14 years,10
Nicaragua,Generation Z,5-14 years,1
Nicaragua,Generation Z,5-14 years,12
Nicaragua,Generation Z,5-14 years,3
Nicaragua,Generation Z,5-14 years,7
Nicaragua,Generation Z,5-14 years,5
Norway,Generation Z,5-14 years,2
Norway,Generation Z,5-14 years,0
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,0
Norway,Generation Z,5-14 years,3
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,0
Norway,Generation Z,5-14 years,4
Norway,Generation Z,5-14 years,3
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,0
Norway,Generation Z,5-14 years,2
Norway,Generation Z,5-14 years,1
Norway,Generation Z,5-14 years,2
Norway,Generation Z,5-14 years,2
Oman,Generation Z,5-14 years,0
Oman,Generation Z,5-14 years,0
Oman,Generation Z,5-14 years,0
Oman,Generation Z,5-14 years,0
Oman,Generation Z,5-14 years,0
Oman,Generation Z,5-14 years,0
Panama,Generation Z,5-14 years,2
Panama,Generation Z,5-14 years,0
Panama,Generation Z,5-14 years,5
Panama,Generation Z,5-14 years,2
Panama,Generation Z,5-14 years,3
Panama,Generation Z,5-14 years,1
Panama,Generation Z,5-14 years,0
Panama,Generation Z,5-14 years,0
Panama,Generation Z,5-14 years,1
Panama,Generation Z,5-14 years,0
Panama,Generation Z,5-14 years,1
Panama,Generation Z,5-14 years,0
Panama,Generation Z,5-14 years,3
Panama,Generation Z,5-14 years,1
Panama,Generation Z,5-14 years,5
Panama,Generation Z,5-14 years,1
Panama,Generation Z,5-14 years,1
Panama,Generation Z,5-14 years,0
Paraguay,Generation Z,5-14 years,9
Paraguay,Generation Z,5-14 years,5
Paraguay,Generation Z,5-14 years,7
Paraguay,Generation Z,5-14 years,2
Paraguay,Generation Z,5-14 years,5
Paraguay,Generation Z,5-14 years,5
Paraguay,Generation Z,5-14 years,3
Paraguay,Generation Z,5-14 years,2
Paraguay,Generation Z,5-14 years,7
Paraguay,Generation Z,5-14 years,6
Paraguay,Generation Z,5-14 years,10
Paraguay,Generation Z,5-14 years,7
Paraguay,Generation Z,5-14 years,14
Paraguay,Generation Z,5-14 years,8
Paraguay,Generation Z,5-14 years,12
Paraguay,Generation Z,5-14 years,10
Philippines,Generation Z,5-14 years,21
Philippines,Generation Z,5-14 years,13
Philippines,Generation Z,5-14 years,24
Philippines,Generation Z,5-14 years,22
Philippines,Generation Z,5-14 years,22
Philippines,Generation Z,5-14 years,16
Philippines,Generation Z,5-14 years,35
Philippines,Generation Z,5-14 years,17
Philippines,Generation Z,5-14 years,44
Philippines,Generation Z,5-14 years,29
Poland,Generation Z,5-14 years,19
Poland,Generation Z,5-14 years,12
Poland,Generation Z,5-14 years,20
Poland,Generation Z,5-14 years,8
Poland,Generation Z,5-14 years,25
Poland,Generation Z,5-14 years,13
Poland,Generation Z,5-14 years,10
Poland,Generation Z,5-14 years,6
Poland,Generation Z,5-14 years,17
Poland,Generation Z,5-14 years,4
Poland,Generation Z,5-14 years,12
Poland,Generation Z,5-14 years,4
Poland,Generation Z,5-14 years,16
Poland,Generation Z,5-14 years,7
Poland,Generation Z,5-14 years,9
Poland,Generation Z,5-14 years,4
Poland,Generation Z,5-14 years,12
Poland,Generation Z,5-14 years,7
Portugal,Generation Z,5-14 years,2
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,2
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,1
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,1
Portugal,Generation Z,5-14 years,1
Portugal,Generation Z,5-14 years,2
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,1
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,0
Portugal,Generation Z,5-14 years,2
Portugal,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,3
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,1
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,1
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,2
Puerto Rico,Generation Z,5-14 years,1
Puerto Rico,Generation Z,5-14 years,2
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,1
Puerto Rico,Generation Z,5-14 years,1
Puerto Rico,Generation Z,5-14 years,2
Puerto Rico,Generation Z,5-14 years,0
Puerto Rico,Generation Z,5-14 years,1
Puerto Rico,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,1
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Qatar,Generation Z,5-14 years,0
Republic of Korea,Generation Z,5-14 years,28
Republic of Korea,Generation Z,5-14 years,25
Republic of Korea,Generation Z,5-14 years,26
Republic of Korea,Generation Z,5-14 years,23
Republic of Korea,Generation Z,5-14 years,42
Republic of Korea,Generation Z,5-14 years,39
Republic of Korea,Generation Z,5-14 years,34
Republic of Korea,Generation Z,5-14 years,27
Republic of Korea,Generation Z,5-14 years,30
Republic of Korea,Generation Z,5-14 years,26
Republic of Korea,Generation Z,5-14 years,28
Republic of Korea,Generation Z,5-14 years,20
Republic of Korea,Generation Z,5-14 years,21
Republic of Korea,Generation Z,5-14 years,16
Republic of Korea,Generation Z,5-14 years,22
Republic of Korea,Generation Z,5-14 years,11
Republic of Korea,Generation Z,5-14 years,17
Republic of Korea,Generation Z,5-14 years,14
Romania,Generation Z,5-14 years,13
Romania,Generation Z,5-14 years,7
Romania,Generation Z,5-14 years,17
Romania,Generation Z,5-14 years,7
Romania,Generation Z,5-14 years,14
Romania,Generation Z,5-14 years,10
Romania,Generation Z,5-14 years,11
Romania,Generation Z,5-14 years,5
Romania,Generation Z,5-14 years,16
Romania,Generation Z,5-14 years,3
Romania,Generation Z,5-14 years,11
Romania,Generation Z,5-14 years,5
Romania,Generation Z,5-14 years,8
Romania,Generation Z,5-14 years,6
Romania,Generation Z,5-14 years,11
Romania,Generation Z,5-14 years,3
Romania,Generation Z,5-14 years,11
Romania,Generation Z,5-14 years,4
Russian Federation,Generation Z,5-14 years,192
Russian Federation,Generation Z,5-14 years,69
Russian Federation,Generation Z,5-14 years,148
Russian Federation,Generation Z,5-14 years,90
Russian Federation,Generation Z,5-14 years,166
Russian Federation,Generation Z,5-14 years,78
Russian Federation,Generation Z,5-14 years,131
Russian Federation,Generation Z,5-14 years,64
Russian Federation,Generation Z,5-14 years,102
Russian Federation,Generation Z,5-14 years,67
Russian Federation,Generation Z,5-14 years,107
Russian Federation,Generation Z,5-14 years,65
Russian Federation,Generation Z,5-14 years,111
Russian Federation,Generation Z,5-14 years,54
Russian Federation,Generation Z,5-14 years,96
Russian Federation,Generation Z,5-14 years,44
Russian Federation,Generation Z,5-14 years,79
Russian Federation,Generation Z,5-14 years,57
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,1
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,1
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Lucia,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,1
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Saint Vincent and Grenadines,Generation Z,5-14 years,1
Saint Vincent and Grenadines,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,1
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,1
Serbia,Generation Z,5-14 years,1
Serbia,Generation Z,5-14 years,1
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,1
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,0
Serbia,Generation Z,5-14 years,2
Serbia,Generation Z,5-14 years,1
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Seychelles,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,1
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,3
Singapore,Generation Z,5-14 years,2
Singapore,Generation Z,5-14 years,1
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,1
Singapore,Generation Z,5-14 years,1
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,0
Singapore,Generation Z,5-14 years,1
Singapore,Generation Z,5-14 years,1
Singapore,Generation Z,5-14 years,2
Singapore,Generation Z,5-14 years,1
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,1
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,4
Slovakia,Generation Z,5-14 years,1
Slovakia,Generation Z,5-14 years,2
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,1
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,0
Slovakia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,2
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,1
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,1
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,1
Slovenia,Generation Z,5-14 years,0
Slovenia,Generation Z,5-14 years,1
Slovenia,Generation Z,5-14 years,0
South Africa,Generation Z,5-14 years,6
South Africa,Generation Z,5-14 years,2
South Africa,Generation Z,5-14 years,4
South Africa,Generation Z,5-14 years,3
South Africa,Generation Z,5-14 years,6
South Africa,Generation Z,5-14 years,2
South Africa,Generation Z,5-14 years,8
South Africa,Generation Z,5-14 years,2
South Africa,Generation Z,5-14 years,2
South Africa,Generation Z,5-14 years,1
South Africa,Generation Z,5-14 years,7
South Africa,Generation Z,5-14 years,7
South Africa,Generation Z,5-14 years,8
South Africa,Generation Z,5-14 years,7
South Africa,Generation Z,5-14 years,4
South Africa,Generation Z,5-14 years,3
South Africa,Generation Z,5-14 years,11
South Africa,Generation Z,5-14 years,6
Spain,Generation Z,5-14 years,7
Spain,Generation Z,5-14 years,5
Spain,Generation Z,5-14 years,2
Spain,Generation Z,5-14 years,2
Spain,Generation Z,5-14 years,7
Spain,Generation Z,5-14 years,1
Spain,Generation Z,5-14 years,3
Spain,Generation Z,5-14 years,0
Spain,Generation Z,5-14 years,1
Spain,Generation Z,5-14 years,1
Spain,Generation Z,5-14 years,4
Spain,Generation Z,5-14 years,1
Spain,Generation Z,5-14 years,6
Spain,Generation Z,5-14 years,3
Spain,Generation Z,5-14 years,6
Spain,Generation Z,5-14 years,4
Spain,Generation Z,5-14 years,7
Spain,Generation Z,5-14 years,1
Suriname,Generation Z,5-14 years,3
Suriname,Generation Z,5-14 years,3
Suriname,Generation Z,5-14 years,3
Suriname,Generation Z,5-14 years,1
Suriname,Generation Z,5-14 years,3
Suriname,Generation Z,5-14 years,1
Suriname,Generation Z,5-14 years,4
Suriname,Generation Z,5-14 years,2
Suriname,Generation Z,5-14 years,2
Suriname,Generation Z,5-14 years,0
Suriname,Generation Z,5-14 years,3
Suriname,Generation Z,5-14 years,0
Suriname,Generation Z,5-14 years,3
Suriname,Generation Z,5-14 years,1
Suriname,Generation Z,5-14 years,2
Suriname,Generation Z,5-14 years,2
Sweden,Generation Z,5-14 years,5
Sweden,Generation Z,5-14 years,2
Sweden,Generation Z,5-14 years,4
Sweden,Generation Z,5-14 years,0
Sweden,Generation Z,5-14 years,3
Sweden,Generation Z,5-14 years,3
Sweden,Generation Z,5-14 years,2
Sweden,Generation Z,5-14 years,1
Sweden,Generation Z,5-14 years,3
Sweden,Generation Z,5-14 years,2
Sweden,Generation Z,5-14 years,4
Sweden,Generation Z,5-14 years,1
Sweden,Generation Z,5-14 years,3
Sweden,Generation Z,5-14 years,1
Sweden,Generation Z,5-14 years,4
Sweden,Generation Z,5-14 years,2
Sweden,Generation Z,5-14 years,5
Sweden,Generation Z,5-14 years,3
Switzerland,Generation Z,5-14 years,3
Switzerland,Generation Z,5-14 years,1
Switzerland,Generation Z,5-14 years,1
Switzerland,Generation Z,5-14 years,0
Switzerland,Generation Z,5-14 years,3
Switzerland,Generation Z,5-14 years,1
Switzerland,Generation Z,5-14 years,2
Switzerland,Generation Z,5-14 years,0
Switzerland,Generation Z,5-14 years,2
Switzerland,Generation Z,5-14 years,1
Switzerland,Generation Z,5-14 years,3
Switzerland,Generation Z,5-14 years,0
Switzerland,Generation Z,5-14 years,2
Switzerland,Generation Z,5-14 years,1
Switzerland,Generation Z,5-14 years,2
Switzerland,Generation Z,5-14 years,2
Switzerland,Generation Z,5-14 years,2
Switzerland,Generation Z,5-14 years,2
Thailand,Generation Z,5-14 years,16
Thailand,Generation Z,5-14 years,9
Thailand,Generation Z,5-14 years,13
Thailand,Generation Z,5-14 years,11
Thailand,Generation Z,5-14 years,20
Thailand,Generation Z,5-14 years,17
Thailand,Generation Z,5-14 years,16
Thailand,Generation Z,5-14 years,14
Thailand,Generation Z,5-14 years,19
Thailand,Generation Z,5-14 years,12
Thailand,Generation Z,5-14 years,14
Thailand,Generation Z,5-14 years,14
Thailand,Generation Z,5-14 years,17
Thailand,Generation Z,5-14 years,6
Thailand,Generation Z,5-14 years,14
Thailand,Generation Z,5-14 years,12
Thailand,Generation Z,5-14 years,14
Thailand,Generation Z,5-14 years,12
Trinidad and Tobago,Generation Z,5-14 years,1
Trinidad and Tobago,Generation Z,5-14 years,0
Trinidad and Tobago,Generation Z,5-14 years,1
Trinidad and Tobago,Generation Z,5-14 years,0
Trinidad and Tobago,Generation Z,5-14 years,1
Trinidad and Tobago,Generation Z,5-14 years,0
Trinidad and Tobago,Generation Z,5-14 years,1
Trinidad and Tobago,Generation Z,5-14 years,1
Trinidad and Tobago,Generation Z,5-14 years,2
Trinidad and Tobago,Generation Z,5-14 years,0
Turkey,Generation Z,5-14 years,23
Turkey,Generation Z,5-14 years,18
Turkey,Generation Z,5-14 years,27
Turkey,Generation Z,5-14 years,25
Turkey,Generation Z,5-14 years,23
Turkey,Generation Z,5-14 years,20
Turkey,Generation Z,5-14 years,24
Turkey,Generation Z,5-14 years,15
Turkey,Generation Z,5-14 years,23
Turkey,Generation Z,5-14 years,17
Turkey,Generation Z,5-14 years,21
Turkey,Generation Z,5-14 years,18
Turkey,Generation Z,5-14 years,18
Turkey,Generation Z,5-14 years,18
Turkmenistan,Generation Z,5-14 years,8
Turkmenistan,Generation Z,5-14 years,4
Turkmenistan,Generation Z,5-14 years,6
Turkmenistan,Generation Z,5-14 years,6
Turkmenistan,Generation Z,5-14 years,8
Turkmenistan,Generation Z,5-14 years,2
Turkmenistan,Generation Z,5-14 years,5
Turkmenistan,Generation Z,5-14 years,2
Turkmenistan,Generation Z,5-14 years,2
Turkmenistan,Generation Z,5-14 years,1
Turkmenistan,Generation Z,5-14 years,2
Turkmenistan,Generation Z,5-14 years,2
Turkmenistan,Generation Z,5-14 years,0
Turkmenistan,Generation Z,5-14 years,0
Turkmenistan,Generation Z,5-14 years,3
Turkmenistan,Generation Z,5-14 years,0
Turkmenistan,Generation Z,5-14 years,1
Turkmenistan,Generation Z,5-14 years,0
Ukraine,Generation Z,5-14 years,39
Ukraine,Generation Z,5-14 years,11
Ukraine,Generation Z,5-14 years,36
Ukraine,Generation Z,5-14 years,17
Ukraine,Generation Z,5-14 years,34
Ukraine,Generation Z,5-14 years,19
Ukraine,Generation Z,5-14 years,35
Ukraine,Generation Z,5-14 years,15
Ukraine,Generation Z,5-14 years,46
Ukraine,Generation Z,5-14 years,20
Ukraine,Generation Z,5-14 years,35
Ukraine,Generation Z,5-14 years,20
Ukraine,Generation Z,5-14 years,21
Ukraine,Generation Z,5-14 years,14
Ukraine,Generation Z,5-14 years,33
Ukraine,Generation Z,5-14 years,19
United Arab Emirates,Generation Z,5-14 years,0
United Arab Emirates,Generation Z,5-14 years,0
United Arab Emirates,Generation Z,5-14 years,0
United Arab Emirates,Generation Z,5-14 years,0
United Arab Emirates,Generation Z,5-14 years,2
United Arab Emirates,Generation Z,5-14 years,0
United Arab Emirates,Generation Z,5-14 years,0
United Arab Emirates,Generation Z,5-14 years,0
United Kingdom,Generation Z,5-14 years,10
United Kingdom,Generation Z,5-14 years,4
United Kingdom,Generation Z,5-14 years,7
United Kingdom,Generation Z,5-14 years,6
United Kingdom,Generation Z,5-14 years,4
United Kingdom,Generation Z,5-14 years,3
United Kingdom,Generation Z,5-14 years,3
United Kingdom,Generation Z,5-14 years,1
United Kingdom,Generation Z,5-14 years,8
United Kingdom,Generation Z,5-14 years,4
United Kingdom,Generation Z,5-14 years,10
United Kingdom,Generation Z,5-14 years,2
United Kingdom,Generation Z,5-14 years,5
United Kingdom,Generation Z,5-14 years,4
United Kingdom,Generation Z,5-14 years,7
United Kingdom,Generation Z,5-14 years,6
United Kingdom,Generation Z,5-14 years,6
United Kingdom,Generation Z,5-14 years,4
