country,generation,age,suicides_no
Cyprus,Millenials,15-24 years,8
Cyprus,Millenials,25-34 years,8
Cyprus,Millenials,15-24 years,0
Cyprus,Millenials,25-34 years,0
Cyprus,Millenials,25-34 years,8
Cyprus,Millenials,25-34 years,4
Cyprus,Millenials,15-24 years,3
Cyprus,Millenials,15-24 years,2
Cyprus,Millenials,25-34 years,7
Cyprus,Millenials,15-24 years,5
Cyprus,Millenials,25-34 years,2
Cyprus,Millenials,15-24 years,1
Cyprus,Millenials,15-24 years,5
Cyprus,Millenials,25-34 years,2
Cyprus,Millenials,25-34 years,1
Cyprus,Millenials,15-24 years,0
Czech Republic,Millenials,5-14 years,14
Czech Republic,Millenials,5-14 years,1
Czech Republic,Millenials,5-14 years,9
Czech Republic,Millenials,5-14 years,0
Czech Republic,Millenials,5-14 years,12
Czech Republic,Millenials,5-14 years,0
Czech Republic,Millenials,5-14 years,11
Czech Republic,Millenials,5-14 years,2
Czech Republic,Millenials,5-14 years,7
Czech Republic,Millenials,5-14 years,4
Czech Republic,Millenials,5-14 years,8
Czech Republic,Millenials,5-14 years,1
Czech Republic,Millenials,5-14 years,5
Czech Republic,Millenials,5-14 years,1
Czech Republic,Millenials,5-14 years,5
Czech Republic,Millenials,5-14 years,3
Czech Republic,Millenials,5-14 years,3
Czech Republic,Millenials,5-14 years,0
Czech Republic,Millenials,5-14 years,8
Czech Republic,Millenials,5-14 years,4
Czech Republic,Millenials,15-24 years,133
Czech Republic,Millenials,15-24 years,19
Czech Republic,Millenials,5-14 years,4
Czech Republic,Millenials,5-14 years,2
Czech Republic,Millenials,15-24 years,91
Czech Republic,Millenials,15-24 years,26
Czech Republic,Millenials,5-14 years,5
Czech Republic,Millenials,5-14 years,1
Czech Republic,Millenials,15-24 years,116
Czech Republic,Millenials,15-24 years,22
Czech Republic,Millenials,5-14 years,6
Czech Republic,Millenials,5-14 years,3
Czech Republic,Millenials,15-24 years,110
Czech Republic,Millenials,15-24 years,14
Czech Republic,Millenials,5-14 years,5
Czech Republic,Millenials,5-14 years,3
Czech Republic,Millenials,15-24 years,85
Czech Republic,Millenials,15-24 years,16
Czech Republic,Millenials,5-14 years,4
Czech Republic,Millenials,5-14 years,2
Czech Republic,Millenials,15-24 years,101
Czech Republic,Millenials,15-24 years,12
Czech Republic,Millenials,5-14 years,3
Czech Republic,Millenials,5-14 years,0
Czech Republic,Millenials,15-24 years,100
Czech Republic,Millenials,15-24 years,15
Czech Republic,Millenials,15-24 years,96
Czech Republic,Millenials,15-24 years,14
Czech Republic,Millenials,15-24 years,81
Czech Republic,Millenials,15-24 years,16
Czech Republic,Millenials,15-24 years,94
Czech Republic,Millenials,15-24 years,20
Czech Republic,Millenials,25-34 years,173
Czech Republic,Millenials,15-24 years,120
Czech Republic,Millenials,25-34 years,28
Czech Republic,Millenials,15-24 years,19
Czech Republic,Millenials,25-34 years,179
Czech Republic,Millenials,15-24 years,84
Czech Republic,Millenials,25-34 years,22
Czech Republic,Millenials,15-24 years,10
Czech Republic,Millenials,25-34 years,168
Czech Republic,Millenials,15-24 years,108
Czech Republic,Millenials,25-34 years,30
Czech Republic,Millenials,15-24 years,15
Czech Republic,Millenials,25-34 years,157
Czech Republic,Millenials,15-24 years,84
Czech Republic,Millenials,25-34 years,26
Czech Republic,Millenials,15-24 years,11
Czech Republic,Millenials,25-34 years,151
Czech Republic,Millenials,15-24 years,58
Czech Republic,Millenials,15-24 years,19
Czech Republic,Millenials,25-34 years,20
Czech Republic,Millenials,25-34 years,137
Czech Republic,Millenials,15-24 years,78
Czech Republic,Millenials,25-34 years,34
Czech Republic,Millenials,15-24 years,22
Denmark,Millenials,5-14 years,1
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,1
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,1
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,3
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,2
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,3
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,1
Denmark,Millenials,5-14 years,0
Denmark,Millenials,15-24 years,38
Denmark,Millenials,15-24 years,7
Denmark,Millenials,5-14 years,2
Denmark,Millenials,5-14 years,0
Denmark,Millenials,15-24 years,40
Denmark,Millenials,15-24 years,6
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,0
Denmark,Millenials,15-24 years,24
Denmark,Millenials,15-24 years,6
Denmark,Millenials,5-14 years,0
Denmark,Millenials,5-14 years,0
Denmark,Millenials,15-24 years,33
Denmark,Millenials,15-24 years,11
Denmark,Millenials,5-14 years,2
Denmark,Millenials,5-14 years,2
Denmark,Millenials,15-24 years,21
Denmark,Millenials,15-24 years,7
Denmark,Millenials,5-14 years,3
Denmark,Millenials,5-14 years,0
Denmark,Millenials,15-24 years,24
Denmark,Millenials,15-24 years,9
Denmark,Millenials,5-14 years,1
Denmark,Millenials,5-14 years,1
Denmark,Millenials,15-24 years,15
Denmark,Millenials,15-24 years,6
Denmark,Millenials,15-24 years,30
Denmark,Millenials,15-24 years,8
Denmark,Millenials,15-24 years,24
Denmark,Millenials,15-24 years,4
Denmark,Millenials,15-24 years,17
Denmark,Millenials,15-24 years,10
Denmark,Millenials,25-34 years,35
Denmark,Millenials,15-24 years,26
Denmark,Millenials,25-34 years,12
Denmark,Millenials,15-24 years,11
Denmark,Millenials,25-34 years,31
Denmark,Millenials,15-24 years,33
Denmark,Millenials,25-34 years,11
Denmark,Millenials,15-24 years,8
Denmark,Millenials,25-34 years,33
Denmark,Millenials,15-24 years,23
Denmark,Millenials,25-34 years,16
Denmark,Millenials,15-24 years,12
Denmark,Millenials,25-34 years,43
Denmark,Millenials,15-24 years,31
Denmark,Millenials,25-34 years,7
Denmark,Millenials,15-24 years,7
Denmark,Millenials,25-34 years,30
Denmark,Millenials,15-24 years,18
Denmark,Millenials,25-34 years,15
Denmark,Millenials,15-24 years,6
Ecuador,Millenials,5-14 years,9
Ecuador,Millenials,5-14 years,3
Ecuador,Millenials,5-14 years,13
Ecuador,Millenials,5-14 years,7
Ecuador,Millenials,5-14 years,9
Ecuador,Millenials,5-14 years,7
Ecuador,Millenials,5-14 years,12
Ecuador,Millenials,5-14 years,12
Ecuador,Millenials,5-14 years,10
Ecuador,Millenials,5-14 years,6
Ecuador,Millenials,5-14 years,17
Ecuador,Millenials,5-14 years,7
Ecuador,Millenials,5-14 years,24
Ecuador,Millenials,5-14 years,14
Ecuador,Millenials,5-14 years,14
Ecuador,Millenials,5-14 years,12
Ecuador,Millenials,5-14 years,22
Ecuador,Millenials,5-14 years,18
Ecuador,Millenials,5-14 years,16
Ecuador,Millenials,5-14 years,12
Ecuador,Millenials,15-24 years,130
Ecuador,Millenials,15-24 years,86
Ecuador,Millenials,5-14 years,17
Ecuador,Millenials,5-14 years,15
Ecuador,Millenials,15-24 years,132
Ecuador,Millenials,15-24 years,91
Ecuador,Millenials,5-14 years,23
Ecuador,Millenials,5-14 years,16
Ecuador,Millenials,15-24 years,138
Ecuador,Millenials,15-24 years,120
Ecuador,Millenials,5-14 years,20
Ecuador,Millenials,5-14 years,11
Ecuador,Millenials,15-24 years,165
Ecuador,Millenials,15-24 years,127
Ecuador,Millenials,5-14 years,30
Ecuador,Millenials,5-14 years,30
Ecuador,Millenials,15-24 years,206
Ecuador,Millenials,15-24 years,140
Ecuador,Millenials,5-14 years,34
Ecuador,Millenials,5-14 years,26
Ecuador,Millenials,15-24 years,153
Ecuador,Millenials,15-24 years,156
Ecuador,Millenials,5-14 years,28
Ecuador,Millenials,5-14 years,29
Ecuador,Millenials,15-24 years,235
Ecuador,Millenials,15-24 years,135
Ecuador,Millenials,15-24 years,209
Ecuador,Millenials,15-24 years,107
Ecuador,Millenials,15-24 years,214
Ecuador,Millenials,15-24 years,100
Ecuador,Millenials,15-24 years,214
Ecuador,Millenials,15-24 years,113
Ecuador,Millenials,15-24 years,200
Ecuador,Millenials,25-34 years,161
Ecuador,Millenials,15-24 years,120
Ecuador,Millenials,25-34 years,51
Ecuador,Millenials,15-24 years,240
Ecuador,Millenials,25-34 years,164
Ecuador,Millenials,15-24 years,118
Ecuador,Millenials,25-34 years,55
Ecuador,Millenials,15-24 years,156
Ecuador,Millenials,25-34 years,111
Ecuador,Millenials,15-24 years,89
Ecuador,Millenials,25-34 years,30
Ecuador,Millenials,15-24 years,164
Ecuador,Millenials,25-34 years,123
Ecuador,Millenials,15-24 years,77
Ecuador,Millenials,25-34 years,33
Ecuador,Millenials,15-24 years,234
Ecuador,Millenials,25-34 years,185
Ecuador,Millenials,15-24 years,110
Ecuador,Millenials,25-34 years,56
El Salvador,Millenials,5-14 years,8
El Salvador,Millenials,5-14 years,1
El Salvador,Millenials,5-14 years,6
El Salvador,Millenials,5-14 years,6
El Salvador,Millenials,5-14 years,13
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,5-14 years,16
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,5-14 years,7
El Salvador,Millenials,5-14 years,2
El Salvador,Millenials,5-14 years,15
El Salvador,Millenials,5-14 years,1
El Salvador,Millenials,5-14 years,13
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,5-14 years,14
El Salvador,Millenials,5-14 years,5
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,5-14 years,2
El Salvador,Millenials,15-24 years,130
El Salvador,Millenials,15-24 years,74
El Salvador,Millenials,5-14 years,12
El Salvador,Millenials,5-14 years,1
El Salvador,Millenials,15-24 years,95
El Salvador,Millenials,15-24 years,76
El Salvador,Millenials,5-14 years,7
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,15-24 years,112
El Salvador,Millenials,15-24 years,79
El Salvador,Millenials,5-14 years,10
El Salvador,Millenials,5-14 years,3
El Salvador,Millenials,15-24 years,108
El Salvador,Millenials,15-24 years,60
El Salvador,Millenials,5-14 years,8
El Salvador,Millenials,5-14 years,2
El Salvador,Millenials,15-24 years,103
El Salvador,Millenials,15-24 years,65
El Salvador,Millenials,5-14 years,12
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,15-24 years,89
El Salvador,Millenials,15-24 years,61
El Salvador,Millenials,5-14 years,5
El Salvador,Millenials,5-14 years,4
El Salvador,Millenials,15-24 years,93
El Salvador,Millenials,15-24 years,57
El Salvador,Millenials,15-24 years,106
El Salvador,Millenials,15-24 years,53
El Salvador,Millenials,15-24 years,95
El Salvador,Millenials,15-24 years,55
El Salvador,Millenials,15-24 years,81
El Salvador,Millenials,15-24 years,44
El Salvador,Millenials,25-34 years,100
El Salvador,Millenials,15-24 years,116
El Salvador,Millenials,15-24 years,52
El Salvador,Millenials,25-34 years,26
El Salvador,Millenials,25-34 years,109
El Salvador,Millenials,15-24 years,100
El Salvador,Millenials,15-24 years,56
El Salvador,Millenials,25-34 years,26
El Salvador,Millenials,25-34 years,95
El Salvador,Millenials,15-24 years,79
El Salvador,Millenials,15-24 years,43
El Salvador,Millenials,25-34 years,22
El Salvador,Millenials,25-34 years,77
El Salvador,Millenials,15-24 years,51
El Salvador,Millenials,15-24 years,33
El Salvador,Millenials,25-34 years,24
Estonia,Millenials,5-14 years,5
Estonia,Millenials,5-14 years,0
Estonia,Millenials,5-14 years,4
Estonia,Millenials,5-14 years,0
Estonia,Millenials,5-14 years,5
Estonia,Millenials,5-14 years,0
Estonia,Millenials,5-14 years,5
Estonia,Millenials,5-14 years,1
Estonia,Millenials,5-14 years,2
Estonia,Millenials,5-14 years,0
Estonia,Millenials,5-14 years,1
Estonia,Millenials,5-14 years,0
Estonia,Millenials,15-24 years,36
Estonia,Millenials,15-24 years,6
Estonia,Millenials,5-14 years,4
Estonia,Millenials,5-14 years,0
Estonia,Millenials,15-24 years,34
Estonia,Millenials,5-14 years,4
Estonia,Millenials,15-24 years,4
Estonia,Millenials,5-14 years,1
Estonia,Millenials,15-24 years,31
Estonia,Millenials,15-24 years,6
Estonia,Millenials,5-14 years,3
Estonia,Millenials,5-14 years,1
Estonia,Millenials,15-24 years,31
Estonia,Millenials,15-24 years,6
Estonia,Millenials,5-14 years,1
Estonia,Millenials,5-14 years,0
Estonia,Millenials,15-24 years,27
Estonia,Millenials,15-24 years,5
Estonia,Millenials,5-14 years,1
Estonia,Millenials,5-14 years,0
Estonia,Millenials,15-24 years,26
Estonia,Millenials,15-24 years,5
Estonia,Millenials,5-14 years,1
Estonia,Millenials,5-14 years,0
Estonia,Millenials,15-24 years,21
Estonia,Millenials,15-24 years,3
Estonia,Millenials,15-24 years,29
Estonia,Millenials,15-24 years,5
Estonia,Millenials,15-24 years,23
Estonia,Millenials,15-24 years,2
Estonia,Millenials,15-24 years,20
Estonia,Millenials,15-24 years,2
Estonia,Millenials,25-34 years,23
Estonia,Millenials,15-24 years,19
Estonia,Millenials,15-24 years,3
Estonia,Millenials,25-34 years,1
Estonia,Millenials,25-34 years,30
Estonia,Millenials,15-24 years,14
Estonia,Millenials,25-34 years,3
Estonia,Millenials,15-24 years,2
Estonia,Millenials,25-34 years,22
Estonia,Millenials,15-24 years,15
Estonia,Millenials,15-24 years,2
Estonia,Millenials,25-34 years,2
Estonia,Millenials,25-34 years,39
Estonia,Millenials,15-24 years,19
Estonia,Millenials,25-34 years,8
Estonia,Millenials,15-24 years,1
Estonia,Millenials,15-24 years,21
Estonia,Millenials,25-34 years,25
Estonia,Millenials,25-34 years,2
Estonia,Millenials,15-24 years,1
Fiji,Millenials,15-24 years,8
Fiji,Millenials,15-24 years,5
Fiji,Millenials,5-14 years,1
Fiji,Millenials,5-14 years,0
Fiji,Millenials,15-24 years,9
Fiji,Millenials,15-24 years,6
Fiji,Millenials,5-14 years,2
Fiji,Millenials,5-14 years,1
Fiji,Millenials,15-24 years,3
Fiji,Millenials,15-24 years,1
Fiji,Millenials,5-14 years,0
Fiji,Millenials,5-14 years,0
Fiji,Millenials,15-24 years,4
Fiji,Millenials,15-24 years,3
Fiji,Millenials,5-14 years,1
Fiji,Millenials,5-14 years,0
Fiji,Millenials,15-24 years,2
Fiji,Millenials,15-24 years,2
Fiji,Millenials,5-14 years,0
Fiji,Millenials,5-14 years,0
Fiji,Millenials,15-24 years,5
Fiji,Millenials,15-24 years,4
Fiji,Millenials,5-14 years,2
Fiji,Millenials,5-14 years,1
Fiji,Millenials,15-24 years,3
Fiji,Millenials,15-24 years,1
Fiji,Millenials,15-24 years,3
Fiji,Millenials,15-24 years,3
Fiji,Millenials,15-24 years,3
Fiji,Millenials,15-24 years,2
Fiji,Millenials,25-34 years,10
Fiji,Millenials,15-24 years,4
Fiji,Millenials,15-24 years,3
Fiji,Millenials,25-34 years,1
Fiji,Millenials,15-24 years,7
Fiji,Millenials,25-34 years,5
Fiji,Millenials,15-24 years,4
Fiji,Millenials,25-34 years,2
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,0
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,1
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,1
Finland,Millenials,5-14 years,2
Finland,Millenials,5-14 years,1
Finland,Millenials,5-14 years,4
Finland,Millenials,5-14 years,0
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,2
Finland,Millenials,5-14 years,1
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,2
Finland,Millenials,5-14 years,1
Finland,Millenials,5-14 years,1
Finland,Millenials,5-14 years,2
Finland,Millenials,5-14 years,0
Finland,Millenials,15-24 years,93
Finland,Millenials,15-24 years,22
Finland,Millenials,5-14 years,4
Finland,Millenials,5-14 years,1
Finland,Millenials,15-24 years,97
Finland,Millenials,15-24 years,23
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,0
Finland,Millenials,15-24 years,95
Finland,Millenials,15-24 years,27
Finland,Millenials,5-14 years,5
Finland,Millenials,5-14 years,2
Finland,Millenials,15-24 years,110
Finland,Millenials,15-24 years,31
Finland,Millenials,5-14 years,4
Finland,Millenials,5-14 years,1
Finland,Millenials,15-24 years,68
Finland,Millenials,15-24 years,33
Finland,Millenials,5-14 years,2
Finland,Millenials,5-14 years,0
Finland,Millenials,15-24 years,108
Finland,Millenials,15-24 years,19
Finland,Millenials,5-14 years,3
Finland,Millenials,5-14 years,1
Finland,Millenials,15-24 years,89
Finland,Millenials,15-24 years,31
Finland,Millenials,15-24 years,81
Finland,Millenials,15-24 years,26
Finland,Millenials,15-24 years,89
Finland,Millenials,15-24 years,28
Finland,Millenials,15-24 years,105
Finland,Millenials,15-24 years,30
Finland,Millenials,25-34 years,105
Finland,Millenials,15-24 years,89
Finland,Millenials,15-24 years,27
Finland,Millenials,25-34 years,26
Finland,Millenials,25-34 years,91
Finland,Millenials,15-24 years,85
Finland,Millenials,15-24 years,32
Finland,Millenials,25-34 years,27
Finland,Millenials,25-34 years,131
Finland,Millenials,15-24 years,68
Finland,Millenials,15-24 years,31
Finland,Millenials,25-34 years,31
Finland,Millenials,25-34 years,110
Finland,Millenials,15-24 years,63
Finland,Millenials,25-34 years,37
Finland,Millenials,15-24 years,22
Finland,Millenials,25-34 years,92
Finland,Millenials,15-24 years,59
Finland,Millenials,25-34 years,30
Finland,Millenials,15-24 years,12
France,Millenials,5-14 years,9
France,Millenials,5-14 years,4
France,Millenials,5-14 years,19
France,Millenials,5-14 years,3
France,Millenials,5-14 years,26
France,Millenials,5-14 years,5
France,Millenials,5-14 years,15
France,Millenials,5-14 years,6
France,Millenials,5-14 years,22
France,Millenials,5-14 years,6
France,Millenials,5-14 years,17
France,Millenials,5-14 years,2
France,Millenials,5-14 years,12
France,Millenials,5-14 years,11
France,Millenials,5-14 years,10
France,Millenials,5-14 years,9
France,Millenials,5-14 years,21
France,Millenials,5-14 years,9
France,Millenials,5-14 years,35
France,Millenials,5-14 years,8
France,Millenials,15-24 years,434
France,Millenials,15-24 years,135
France,Millenials,5-14 years,24
France,Millenials,5-14 years,11
France,Millenials,15-24 years,469
France,Millenials,15-24 years,120
France,Millenials,5-14 years,23
France,Millenials,5-14 years,14
France,Millenials,15-24 years,495
France,Millenials,15-24 years,141
France,Millenials,5-14 years,26
France,Millenials,5-14 years,6
France,Millenials,15-24 years,486
France,Millenials,15-24 years,135
France,Millenials,5-14 years,15
France,Millenials,5-14 years,5
France,Millenials,15-24 years,439
France,Millenials,15-24 years,128
France,Millenials,5-14 years,21
France,Millenials,5-14 years,8
France,Millenials,15-24 years,398
France,Millenials,15-24 years,124
France,Millenials,5-14 years,22
France,Millenials,5-14 years,8
France,Millenials,15-24 years,397
France,Millenials,15-24 years,114
France,Millenials,15-24 years,422
France,Millenials,15-24 years,108
France,Millenials,15-24 years,404
France,Millenials,15-24 years,122
France,Millenials,15-24 years,385
France,Millenials,15-24 years,117
France,Millenials,25-34 years,778
France,Millenials,15-24 years,367
France,Millenials,25-34 years,171
France,Millenials,15-24 years,124
France,Millenials,25-34 years,688
France,Millenials,15-24 years,359
France,Millenials,25-34 years,183
France,Millenials,15-24 years,106
France,Millenials,25-34 years,700
France,Millenials,15-24 years,310
France,Millenials,25-34 years,160
France,Millenials,15-24 years,116
France,Millenials,25-34 years,680
France,Millenials,15-24 years,282
France,Millenials,25-34 years,170
France,Millenials,15-24 years,92
Georgia,Millenials,5-14 years,1
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,1
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,1
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,2
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,15-24 years,8
Georgia,Millenials,5-14 years,1
Georgia,Millenials,15-24 years,0
Georgia,Millenials,5-14 years,0
Georgia,Millenials,15-24 years,13
Georgia,Millenials,5-14 years,4
Georgia,Millenials,15-24 years,4
Georgia,Millenials,5-14 years,3
Georgia,Millenials,15-24 years,5
Georgia,Millenials,15-24 years,3
Georgia,Millenials,5-14 years,2
Georgia,Millenials,5-14 years,0
Georgia,Millenials,15-24 years,7
Georgia,Millenials,5-14 years,1
Georgia,Millenials,5-14 years,1
Georgia,Millenials,15-24 years,1
Georgia,Millenials,15-24 years,7
Georgia,Millenials,15-24 years,1
Georgia,Millenials,15-24 years,20
Georgia,Millenials,15-24 years,4
Georgia,Millenials,15-24 years,11
Georgia,Millenials,15-24 years,0
Georgia,Millenials,15-24 years,12
Georgia,Millenials,25-34 years,8
Georgia,Millenials,25-34 years,2
Georgia,Millenials,15-24 years,1
Georgia,Millenials,25-34 years,19
Georgia,Millenials,15-24 years,11
Georgia,Millenials,15-24 years,3
Georgia,Millenials,25-34 years,1
Georgia,Millenials,25-34 years,20
Georgia,Millenials,15-24 years,13
Georgia,Millenials,15-24 years,2
Georgia,Millenials,25-34 years,1
Georgia,Millenials,15-24 years,12
Georgia,Millenials,25-34 years,13
Georgia,Millenials,15-24 years,5
Georgia,Millenials,25-34 years,3
Georgia,Millenials,25-34 years,19
Georgia,Millenials,15-24 years,17
Georgia,Millenials,25-34 years,5
Georgia,Millenials,15-24 years,2
Germany,Millenials,5-14 years,27
Germany,Millenials,5-14 years,5
Germany,Millenials,5-14 years,26
Germany,Millenials,5-14 years,12
Germany,Millenials,5-14 years,47
Germany,Millenials,5-14 years,13
Germany,Millenials,5-14 years,30
Germany,Millenials,5-14 years,17
Germany,Millenials,5-14 years,38
Germany,Millenials,5-14 years,14
Germany,Millenials,5-14 years,36
Germany,Millenials,5-14 years,13
Germany,Millenials,5-14 years,28
Germany,Millenials,5-14 years,8
Germany,Millenials,5-14 years,34
Germany,Millenials,5-14 years,16
Germany,Millenials,5-14 years,26
Germany,Millenials,5-14 years,9
Germany,Millenials,5-14 years,25
Germany,Millenials,5-14 years,8
Germany,Millenials,15-24 years,593
Germany,Millenials,15-24 years,124
Germany,Millenials,5-14 years,37
Germany,Millenials,5-14 years,11
Germany,Millenials,15-24 years,609
Germany,Millenials,15-24 years,141
Germany,Millenials,5-14 years,16
Germany,Millenials,5-14 years,8
Germany,Millenials,15-24 years,537
Germany,Millenials,15-24 years,155
Germany,Millenials,5-14 years,17
Germany,Millenials,5-14 years,6
Germany,Millenials,15-24 years,518
Germany,Millenials,15-24 years,129
Germany,Millenials,5-14 years,16
Germany,Millenials,5-14 years,7
Germany,Millenials,15-24 years,479
Germany,Millenials,15-24 years,117
Germany,Millenials,5-14 years,18
Germany,Millenials,5-14 years,8
Germany,Millenials,15-24 years,455
Germany,Millenials,15-24 years,112
Germany,Millenials,5-14 years,20
Germany,Millenials,5-14 years,9
Germany,Millenials,15-24 years,448
Germany,Millenials,15-24 years,110
Germany,Millenials,15-24 years,456
Germany,Millenials,15-24 years,130
Germany,Millenials,15-24 years,443
Germany,Millenials,15-24 years,121
Germany,Millenials,15-24 years,474
Germany,Millenials,15-24 years,132
Germany,Millenials,25-34 years,684
Germany,Millenials,15-24 years,461
Germany,Millenials,25-34 years,188
Germany,Millenials,15-24 years,122
Germany,Millenials,25-34 years,699
Germany,Millenials,15-24 years,439
Germany,Millenials,25-34 years,187
Germany,Millenials,15-24 years,121
Germany,Millenials,25-34 years,739
Germany,Millenials,15-24 years,391
Germany,Millenials,25-34 years,188
Germany,Millenials,15-24 years,111
Germany,Millenials,25-34 years,750
Germany,Millenials,15-24 years,397
Germany,Millenials,25-34 years,182
Germany,Millenials,15-24 years,121
Germany,Millenials,25-34 years,721
Germany,Millenials,15-24 years,376
Germany,Millenials,25-34 years,193
Germany,Millenials,15-24 years,136
Greece,Millenials,5-14 years,4
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,1
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,1
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,15-24 years,23
Greece,Millenials,5-14 years,2
Greece,Millenials,15-24 years,2
Greece,Millenials,5-14 years,1
Greece,Millenials,15-24 years,26
Greece,Millenials,15-24 years,4
Greece,Millenials,5-14 years,0
Greece,Millenials,5-14 years,0
Greece,Millenials,15-24 years,24
Greece,Millenials,15-24 years,7
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,15-24 years,22
Greece,Millenials,5-14 years,2
Greece,Millenials,15-24 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,15-24 years,18
Greece,Millenials,15-24 years,9
Greece,Millenials,5-14 years,2
Greece,Millenials,5-14 years,0
Greece,Millenials,15-24 years,21
Greece,Millenials,15-24 years,4
Greece,Millenials,5-14 years,1
Greece,Millenials,5-14 years,0
Greece,Millenials,15-24 years,19
Greece,Millenials,15-24 years,5
Greece,Millenials,15-24 years,15
Greece,Millenials,15-24 years,0
Greece,Millenials,15-24 years,17
Greece,Millenials,15-24 years,2
Greece,Millenials,15-24 years,15
Greece,Millenials,15-24 years,4
Greece,Millenials,25-34 years,54
Greece,Millenials,15-24 years,20
Greece,Millenials,15-24 years,11
Greece,Millenials,25-34 years,14
Greece,Millenials,25-34 years,46
Greece,Millenials,15-24 years,24
Greece,Millenials,25-34 years,15
Greece,Millenials,15-24 years,7
Greece,Millenials,25-34 years,55
Greece,Millenials,15-24 years,25
Greece,Millenials,25-34 years,19
Greece,Millenials,15-24 years,4
Greece,Millenials,25-34 years,42
Greece,Millenials,15-24 years,28
Greece,Millenials,25-34 years,12
Greece,Millenials,15-24 years,7
Greece,Millenials,25-34 years,46
Greece,Millenials,15-24 years,20
Greece,Millenials,25-34 years,17
Greece,Millenials,15-24 years,3
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,1
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,5-14 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,15-24 years,0
Grenada,Millenials,15-24 years,0
