country,generation,age,suicides_no
Cuba,Silent,75+ years,44
Cuba,Silent,55-74 years,131
Cuba,Silent,75+ years,206
Cuba,Silent,55-74 years,374
Cuba,Silent,55-74 years,142
Cuba,Silent,75+ years,40
Cuba,Silent,75+ years,236
Cuba,Silent,75+ years,50
Cuba,Silent,75+ years,245
Cuba,Silent,75+ years,52
Cuba,Silent,75+ years,216
Cuba,Silent,75+ years,49
Cuba,Silent,75+ years,221
Cuba,Silent,75+ years,51
Cuba,Silent,75+ years,257
Cuba,Silent,75+ years,56
Cyprus,Silent,55-74 years,1
Cyprus,Silent,55-74 years,0
Cyprus,Silent,55-74 years,0
Cyprus,Silent,55-74 years,0
Cyprus,Silent,55-74 years,2
Cyprus,Silent,55-74 years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,55-74 years,4
Cyprus,Silent,55-74 years,3
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,55-74 years,5
Cyprus,Silent,55-74 years,3
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,2
Cyprus,Silent,55-74 years,3
Cyprus,Silent,55-74 years,1
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,2
Cyprus,Silent,55-74 years,3
Cyprus,Silent,55-74 years,2
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,3
Cyprus,Silent,55-74 years,4
Cyprus,Silent,75+ years,1
Cyprus,Silent,55-74 years,0
Cyprus,Silent,75+ years,3
Cyprus,Silent,55-74 years,7
Cyprus,Silent,55-74 years,1
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,2
Cyprus,Silent,75+ years,1
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,3
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,1
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,0
Cyprus,Silent,75+ years,2
Cyprus,Silent,75+ years,0
Czech Republic,Silent,35-54 years,571
Czech Republic,Silent,35-54 years,150
Czech Republic,Silent,55-74 years,365
Czech Republic,Silent,55-74 years,171
Czech Republic,Silent,55-74 years,394
Czech Republic,Silent,55-74 years,164
Czech Republic,Silent,55-74 years,355
Czech Republic,Silent,55-74 years,155
Czech Republic,Silent,55-74 years,333
Czech Republic,Silent,55-74 years,176
Czech Republic,Silent,55-74 years,280
Czech Republic,Silent,55-74 years,150
Czech Republic,Silent,55-74 years,266
Czech Republic,Silent,55-74 years,117
Czech Republic,Silent,55-74 years,333
Czech Republic,Silent,55-74 years,106
Czech Republic,Silent,55-74 years,277
Czech Republic,Silent,55-74 years,116
Czech Republic,Silent,55-74 years,302
Czech Republic,Silent,55-74 years,94
Czech Republic,Silent,55-74 years,294
Czech Republic,Silent,55-74 years,113
Czech Republic,Silent,75+ years,142
Czech Republic,Silent,55-74 years,285
Czech Republic,Silent,75+ years,57
Czech Republic,Silent,55-74 years,92
Czech Republic,Silent,75+ years,140
Czech Republic,Silent,55-74 years,282
Czech Republic,Silent,75+ years,67
Czech Republic,Silent,55-74 years,86
Czech Republic,Silent,75+ years,158
Czech Republic,Silent,55-74 years,307
Czech Republic,Silent,75+ years,74
Czech Republic,Silent,55-74 years,99
Czech Republic,Silent,75+ years,121
Czech Republic,Silent,55-74 years,317
Czech Republic,Silent,75+ years,62
Czech Republic,Silent,55-74 years,95
Czech Republic,Silent,75+ years,113
Czech Republic,Silent,55-74 years,347
Czech Republic,Silent,75+ years,50
Czech Republic,Silent,55-74 years,82
Czech Republic,Silent,75+ years,125
Czech Republic,Silent,55-74 years,299
Czech Republic,Silent,75+ years,41
Czech Republic,Silent,55-74 years,90
Czech Republic,Silent,75+ years,109
Czech Republic,Silent,55-74 years,322
Czech Republic,Silent,75+ years,49
Czech Republic,Silent,55-74 years,72
Czech Republic,Silent,75+ years,137
Czech Republic,Silent,55-74 years,291
Czech Republic,Silent,75+ years,37
Czech Republic,Silent,55-74 years,84
Czech Republic,Silent,75+ years,135
Czech Republic,Silent,55-74 years,337
Czech Republic,Silent,75+ years,42
Czech Republic,Silent,55-74 years,78
Czech Republic,Silent,75+ years,115
Czech Republic,Silent,55-74 years,394
Czech Republic,Silent,75+ years,40
Czech Republic,Silent,55-74 years,84
Czech Republic,Silent,75+ years,118
Czech Republic,Silent,75+ years,43
Czech Republic,Silent,75+ years,146
Czech Republic,Silent,75+ years,45
Czech Republic,Silent,75+ years,129
Czech Republic,Silent,75+ years,36
Czech Republic,Silent,75+ years,123
Czech Republic,Silent,75+ years,54
Czech Republic,Silent,75+ years,145
Czech Republic,Silent,75+ years,44
Czech Republic,Silent,75+ years,140
Czech Republic,Silent,75+ years,25
Denmark,Silent,55-74 years,189
Denmark,Silent,55-74 years,100
Denmark,Silent,55-74 years,180
Denmark,Silent,55-74 years,102
Denmark,Silent,55-74 years,170
Denmark,Silent,55-74 years,71
Denmark,Silent,55-74 years,148
Denmark,Silent,55-74 years,88
Denmark,Silent,55-74 years,118
Denmark,Silent,55-74 years,74
Denmark,Silent,55-74 years,151
Denmark,Silent,55-74 years,71
Denmark,Silent,55-74 years,142
Denmark,Silent,55-74 years,54
Denmark,Silent,75+ years,82
Denmark,Silent,55-74 years,123
Denmark,Silent,75+ years,48
Denmark,Silent,55-74 years,83
Denmark,Silent,75+ years,77
Denmark,Silent,55-74 years,140
Denmark,Silent,75+ years,42
Denmark,Silent,55-74 years,63
Denmark,Silent,75+ years,73
Denmark,Silent,55-74 years,129
Denmark,Silent,75+ years,26
Denmark,Silent,55-74 years,59
Denmark,Silent,75+ years,69
Denmark,Silent,55-74 years,125
Denmark,Silent,55-74 years,66
Denmark,Silent,75+ years,23
Denmark,Silent,75+ years,83
Denmark,Silent,55-74 years,139
Denmark,Silent,75+ years,38
Denmark,Silent,55-74 years,61
Denmark,Silent,75+ years,79
Denmark,Silent,55-74 years,155
Denmark,Silent,55-74 years,71
Denmark,Silent,75+ years,25
Denmark,Silent,75+ years,59
Denmark,Silent,55-74 years,124
Denmark,Silent,75+ years,33
Denmark,Silent,55-74 years,55
Denmark,Silent,75+ years,62
Denmark,Silent,55-74 years,127
Denmark,Silent,75+ years,27
Denmark,Silent,55-74 years,63
Denmark,Silent,75+ years,64
Denmark,Silent,55-74 years,165
Denmark,Silent,75+ years,32
Denmark,Silent,55-74 years,52
Denmark,Silent,75+ years,61
Denmark,Silent,55-74 years,142
Denmark,Silent,75+ years,22
Denmark,Silent,55-74 years,56
Denmark,Silent,75+ years,48
Denmark,Silent,75+ years,22
Denmark,Silent,75+ years,67
Denmark,Silent,75+ years,19
Denmark,Silent,75+ years,62
Denmark,Silent,75+ years,25
Denmark,Silent,75+ years,61
Denmark,Silent,75+ years,36
Denmark,Silent,75+ years,57
Denmark,Silent,75+ years,32
Dominica,Silent,35-54 years,0
Dominica,Silent,35-54 years,0
Ecuador,Silent,35-54 years,57
Ecuador,Silent,35-54 years,15
Ecuador,Silent,35-54 years,52
Ecuador,Silent,35-54 years,12
Ecuador,Silent,35-54 years,73
Ecuador,Silent,35-54 years,16
Ecuador,Silent,35-54 years,73
Ecuador,Silent,35-54 years,28
Ecuador,Silent,35-54 years,71
Ecuador,Silent,35-54 years,23
Ecuador,Silent,35-54 years,70
Ecuador,Silent,35-54 years,17
Ecuador,Silent,55-74 years,37
Ecuador,Silent,55-74 years,9
Ecuador,Silent,55-74 years,40
Ecuador,Silent,55-74 years,4
Ecuador,Silent,55-74 years,46
Ecuador,Silent,55-74 years,8
Ecuador,Silent,55-74 years,36
Ecuador,Silent,55-74 years,3
Ecuador,Silent,55-74 years,41
Ecuador,Silent,55-74 years,7
Ecuador,Silent,55-74 years,53
Ecuador,Silent,55-74 years,9
Ecuador,Silent,55-74 years,35
Ecuador,Silent,55-74 years,6
Ecuador,Silent,55-74 years,29
Ecuador,Silent,55-74 years,3
Ecuador,Silent,55-74 years,45
Ecuador,Silent,55-74 years,11
Ecuador,Silent,55-74 years,30
Ecuador,Silent,55-74 years,9
Ecuador,Silent,75+ years,15
Ecuador,Silent,55-74 years,39
Ecuador,Silent,55-74 years,10
Ecuador,Silent,75+ years,2
Ecuador,Silent,75+ years,12
Ecuador,Silent,55-74 years,39
Ecuador,Silent,55-74 years,7
Ecuador,Silent,75+ years,1
Ecuador,Silent,55-74 years,49
Ecuador,Silent,75+ years,11
Ecuador,Silent,75+ years,5
Ecuador,Silent,55-74 years,7
Ecuador,Silent,75+ years,17
Ecuador,Silent,55-74 years,68
Ecuador,Silent,75+ years,5
Ecuador,Silent,55-74 years,11
Ecuador,Silent,75+ years,23
Ecuador,Silent,55-74 years,73
Ecuador,Silent,55-74 years,13
Ecuador,Silent,75+ years,2
Ecuador,Silent,75+ years,23
Ecuador,Silent,55-74 years,74
Ecuador,Silent,55-74 years,18
Ecuador,Silent,75+ years,4
Ecuador,Silent,55-74 years,92
Ecuador,Silent,75+ years,18
Ecuador,Silent,55-74 years,19
Ecuador,Silent,75+ years,2
Ecuador,Silent,75+ years,31
Ecuador,Silent,55-74 years,81
Ecuador,Silent,55-74 years,24
Ecuador,Silent,75+ years,1
Ecuador,Silent,55-74 years,103
Ecuador,Silent,75+ years,20
Ecuador,Silent,75+ years,9
Ecuador,Silent,55-74 years,20
Ecuador,Silent,55-74 years,68
Ecuador,Silent,75+ years,14
Ecuador,Silent,75+ years,6
Ecuador,Silent,55-74 years,18
Ecuador,Silent,75+ years,18
Ecuador,Silent,75+ years,4
Ecuador,Silent,75+ years,19
Ecuador,Silent,75+ years,4
Ecuador,Silent,75+ years,23
Ecuador,Silent,75+ years,3
Ecuador,Silent,75+ years,25
Ecuador,Silent,75+ years,1
Ecuador,Silent,75+ years,40
Ecuador,Silent,75+ years,5
El Salvador,Silent,35-54 years,81
El Salvador,Silent,35-54 years,24
El Salvador,Silent,55-74 years,39
El Salvador,Silent,55-74 years,3
El Salvador,Silent,55-74 years,36
El Salvador,Silent,55-74 years,2
El Salvador,Silent,55-74 years,23
El Salvador,Silent,55-74 years,6
El Salvador,Silent,55-74 years,20
El Salvador,Silent,55-74 years,6
El Salvador,Silent,55-74 years,40
El Salvador,Silent,55-74 years,7
El Salvador,Silent,55-74 years,47
El Salvador,Silent,55-74 years,5
El Salvador,Silent,55-74 years,36
El Salvador,Silent,55-74 years,5
El Salvador,Silent,55-74 years,33
El Salvador,Silent,55-74 years,5
El Salvador,Silent,55-74 years,31
El Salvador,Silent,55-74 years,4
El Salvador,Silent,75+ years,8
El Salvador,Silent,55-74 years,42
El Salvador,Silent,75+ years,3
El Salvador,Silent,55-74 years,6
El Salvador,Silent,75+ years,11
El Salvador,Silent,55-74 years,39
El Salvador,Silent,55-74 years,7
El Salvador,Silent,75+ years,0
El Salvador,Silent,55-74 years,46
El Salvador,Silent,75+ years,8
El Salvador,Silent,55-74 years,7
El Salvador,Silent,75+ years,1
El Salvador,Silent,55-74 years,42
El Salvador,Silent,75+ years,7
El Salvador,Silent,75+ years,1
El Salvador,Silent,55-74 years,4
El Salvador,Silent,55-74 years,47
El Salvador,Silent,75+ years,9
El Salvador,Silent,75+ years,4
El Salvador,Silent,55-74 years,3
El Salvador,Silent,75+ years,9
El Salvador,Silent,55-74 years,32
El Salvador,Silent,55-74 years,5
El Salvador,Silent,75+ years,1
El Salvador,Silent,75+ years,13
El Salvador,Silent,55-74 years,53
El Salvador,Silent,75+ years,2
El Salvador,Silent,55-74 years,8
El Salvador,Silent,75+ years,19
El Salvador,Silent,55-74 years,38
El Salvador,Silent,75+ years,1
El Salvador,Silent,55-74 years,2
El Salvador,Silent,75+ years,13
El Salvador,Silent,55-74 years,49
El Salvador,Silent,75+ years,2
El Salvador,Silent,55-74 years,7
El Salvador,Silent,55-74 years,45
El Salvador,Silent,75+ years,11
El Salvador,Silent,75+ years,2
El Salvador,Silent,55-74 years,3
El Salvador,Silent,75+ years,15
El Salvador,Silent,75+ years,3
El Salvador,Silent,75+ years,16
El Salvador,Silent,75+ years,2
El Salvador,Silent,75+ years,18
El Salvador,Silent,75+ years,0
El Salvador,Silent,75+ years,19
El Salvador,Silent,75+ years,9
Estonia,Silent,55-74 years,119
Estonia,Silent,55-74 years,53
Estonia,Silent,55-74 years,100
Estonia,Silent,55-74 years,37
Estonia,Silent,55-74 years,117
Estonia,Silent,55-74 years,34
Estonia,Silent,55-74 years,123
Estonia,Silent,55-74 years,25
Estonia,Silent,55-74 years,101
Estonia,Silent,55-74 years,26
Estonia,Silent,55-74 years,66
Estonia,Silent,55-74 years,38
Estonia,Silent,55-74 years,84
Estonia,Silent,75+ years,12
Estonia,Silent,75+ years,26
Estonia,Silent,55-74 years,22
Estonia,Silent,75+ years,17
Estonia,Silent,55-74 years,74
Estonia,Silent,75+ years,14
Estonia,Silent,55-74 years,19
Estonia,Silent,75+ years,19
Estonia,Silent,55-74 years,69
Estonia,Silent,75+ years,16
Estonia,Silent,55-74 years,17
Estonia,Silent,55-74 years,73
Estonia,Silent,75+ years,13
Estonia,Silent,75+ years,11
Estonia,Silent,55-74 years,22
Estonia,Silent,75+ years,13
Estonia,Silent,55-74 years,50
Estonia,Silent,75+ years,15
Estonia,Silent,55-74 years,18
Estonia,Silent,75+ years,14
Estonia,Silent,55-74 years,56
Estonia,Silent,75+ years,18
Estonia,Silent,55-74 years,17
Estonia,Silent,75+ years,21
Estonia,Silent,55-74 years,58
Estonia,Silent,75+ years,13
Estonia,Silent,55-74 years,17
Estonia,Silent,75+ years,18
Estonia,Silent,55-74 years,47
Estonia,Silent,75+ years,12
Estonia,Silent,55-74 years,15
Estonia,Silent,55-74 years,66
Estonia,Silent,75+ years,13
Estonia,Silent,75+ years,16
Estonia,Silent,55-74 years,14
Estonia,Silent,75+ years,18
Estonia,Silent,55-74 years,54
Estonia,Silent,75+ years,12
Estonia,Silent,55-74 years,14
Estonia,Silent,75+ years,21
Estonia,Silent,75+ years,12
Estonia,Silent,75+ years,20
Estonia,Silent,75+ years,18
Estonia,Silent,75+ years,23
Estonia,Silent,75+ years,18
Estonia,Silent,75+ years,26
Estonia,Silent,75+ years,13
Estonia,Silent,75+ years,20
Estonia,Silent,75+ years,9
Fiji,Silent,55-74 years,4
Fiji,Silent,55-74 years,1
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,1
Fiji,Silent,75+ years,1
Fiji,Silent,55-74 years,5
Fiji,Silent,55-74 years,0
Fiji,Silent,55-74 years,2
Fiji,Silent,55-74 years,0
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,2
Fiji,Silent,55-74 years,5
Fiji,Silent,55-74 years,1
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,1
Fiji,Silent,55-74 years,1
Fiji,Silent,55-74 years,0
Fiji,Silent,75+ years,0
Fiji,Silent,55-74 years,1
Fiji,Silent,75+ years,0
Fiji,Silent,55-74 years,0
Fiji,Silent,75+ years,0
Fiji,Silent,55-74 years,3
Fiji,Silent,55-74 years,0
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,0
Fiji,Silent,55-74 years,2
Fiji,Silent,55-74 years,1
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,1
Fiji,Silent,55-74 years,3
Fiji,Silent,55-74 years,1
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,3
Fiji,Silent,75+ years,0
Fiji,Silent,75+ years,2
Fiji,Silent,75+ years,1
Finland,Silent,35-54 years,422
Finland,Silent,35-54 years,122
Finland,Silent,35-54 years,458
Finland,Silent,35-54 years,124
Finland,Silent,35-54 years,439
Finland,Silent,35-54 years,127
Finland,Silent,35-54 years,483
Finland,Silent,35-54 years,124
Finland,Silent,55-74 years,235
Finland,Silent,55-74 years,82
Finland,Silent,55-74 years,211
Finland,Silent,55-74 years,71
Finland,Silent,55-74 years,208
Finland,Silent,55-74 years,80
Finland,Silent,55-74 years,199
Finland,Silent,55-74 years,68
Finland,Silent,55-74 years,226
Finland,Silent,55-74 years,76
Finland,Silent,55-74 years,186
Finland,Silent,55-74 years,76
Finland,Silent,55-74 years,204
Finland,Silent,55-74 years,65
Finland,Silent,55-74 years,212
Finland,Silent,55-74 years,77
Finland,Silent,55-74 years,204
Finland,Silent,55-74 years,68
Finland,Silent,55-74 years,166
Finland,Silent,55-74 years,84
Finland,Silent,55-74 years,207
Finland,Silent,75+ years,44
Finland,Silent,55-74 years,72
Finland,Silent,75+ years,23
Finland,Silent,75+ years,57
Finland,Silent,55-74 years,204
Finland,Silent,55-74 years,75
Finland,Silent,75+ years,18
Finland,Silent,75+ years,52
Finland,Silent,55-74 years,176
Finland,Silent,55-74 years,72
Finland,Silent,75+ years,22
Finland,Silent,55-74 years,220
Finland,Silent,75+ years,49
Finland,Silent,55-74 years,54
Finland,Silent,75+ years,20
Finland,Silent,75+ years,64
Finland,Silent,55-74 years,194
Finland,Silent,55-74 years,74
Finland,Silent,75+ years,20
Finland,Silent,55-74 years,225
Finland,Silent,75+ years,44
Finland,Silent,55-74 years,78
Finland,Silent,75+ years,24
Finland,Silent,75+ years,58
Finland,Silent,55-74 years,203
Finland,Silent,55-74 years,83
Finland,Silent,75+ years,17
Finland,Silent,55-74 years,225
Finland,Silent,75+ years,46
Finland,Silent,55-74 years,68
Finland,Silent,75+ years,13
Finland,Silent,75+ years,57
Finland,Silent,55-74 years,201
Finland,Silent,55-74 years,84
Finland,Silent,75+ years,20
Finland,Silent,75+ years,52
Finland,Silent,55-74 years,200
Finland,Silent,55-74 years,69
Finland,Silent,75+ years,23
Finland,Silent,75+ years,64
Finland,Silent,75+ years,9
Finland,Silent,75+ years,49
Finland,Silent,75+ years,7
Finland,Silent,75+ years,56
Finland,Silent,75+ years,17
Finland,Silent,75+ years,61
Finland,Silent,75+ years,11
Finland,Silent,75+ years,53
Finland,Silent,75+ years,21
France,Silent,35-54 years,2752
France,Silent,35-54 years,1065
France,Silent,35-54 years,2847
France,Silent,35-54 years,1137
France,Silent,35-54 years,2855
France,Silent,35-54 years,1124
France,Silent,35-54 years,2752
France,Silent,35-54 years,1087
France,Silent,35-54 years,2731
France,Silent,35-54 years,1043
France,Silent,35-54 years,2816
France,Silent,35-54 years,981
France,Silent,55-74 years,2048
France,Silent,55-74 years,1041
France,Silent,55-74 years,2077
France,Silent,55-74 years,981
France,Silent,55-74 years,2100
France,Silent,55-74 years,983
France,Silent,55-74 years,2194
France,Silent,55-74 years,964
France,Silent,55-74 years,2067
France,Silent,55-74 years,1002
France,Silent,55-74 years,1905
France,Silent,55-74 years,898
France,Silent,55-74 years,1830
France,Silent,55-74 years,850
France,Silent,55-74 years,1822
France,Silent,55-74 years,789
France,Silent,55-74 years,1744
France,Silent,55-74 years,818
France,Silent,55-74 years,1820
France,Silent,55-74 years,819
France,Silent,75+ years,1206
France,Silent,55-74 years,1755
France,Silent,75+ years,468
France,Silent,55-74 years,793
France,Silent,75+ years,1189
France,Silent,55-74 years,1817
France,Silent,75+ years,483
France,Silent,55-74 years,825
France,Silent,75+ years,1284
France,Silent,55-74 years,1816
France,Silent,75+ years,457
France,Silent,55-74 years,785
France,Silent,75+ years,1233
France,Silent,55-74 years,1800
France,Silent,75+ years,459
France,Silent,55-74 years,819
France,Silent,75+ years,1325
France,Silent,55-74 years,1905
France,Silent,75+ years,474
France,Silent,55-74 years,875
France,Silent,75+ years,1272
France,Silent,55-74 years,1875
France,Silent,75+ years,451
France,Silent,55-74 years,862
France,Silent,75+ years,1315
France,Silent,55-74 years,1776
France,Silent,75+ years,461
France,Silent,55-74 years,832
France,Silent,75+ years,1346
France,Silent,55-74 years,1952
France,Silent,75+ years,461
France,Silent,55-74 years,843
France,Silent,75+ years,1351
France,Silent,55-74 years,2033
France,Silent,75+ years,464
France,Silent,55-74 years,883
France,Silent,75+ years,1354
France,Silent,55-74 years,1956
France,Silent,75+ years,464
France,Silent,55-74 years,889
France,Silent,75+ years,1423
France,Silent,75+ years,453
France,Silent,75+ years,1415
France,Silent,75+ years,459
France,Silent,75+ years,1342
France,Silent,75+ years,426
France,Silent,75+ years,1324
France,Silent,75+ years,424
Georgia,Silent,35-54 years,44
Georgia,Silent,35-54 years,22
Georgia,Silent,55-74 years,44
Georgia,Silent,55-74 years,19
Georgia,Silent,55-74 years,51
Georgia,Silent,55-74 years,17
Georgia,Silent,55-74 years,38
Georgia,Silent,55-74 years,13
Georgia,Silent,55-74 years,35
Georgia,Silent,55-74 years,14
Georgia,Silent,55-74 years,40
Georgia,Silent,55-74 years,14
Georgia,Silent,55-74 years,49
Georgia,Silent,55-74 years,12
Georgia,Silent,55-74 years,39
Georgia,Silent,55-74 years,8
Georgia,Silent,55-74 years,52
Georgia,Silent,55-74 years,16
Georgia,Silent,55-74 years,39
Georgia,Silent,55-74 years,13
Georgia,Silent,55-74 years,27
Georgia,Silent,75+ years,4
Georgia,Silent,75+ years,7
Georgia,Silent,55-74 years,12
Georgia,Silent,75+ years,17
Georgia,Silent,55-74 years,28
Georgia,Silent,75+ years,3
Georgia,Silent,55-74 years,7
Georgia,Silent,75+ years,5
Georgia,Silent,55-74 years,15
Georgia,Silent,75+ years,2
Georgia,Silent,55-74 years,4
Georgia,Silent,75+ years,4
Georgia,Silent,55-74 years,16
Georgia,Silent,75+ years,2
Georgia,Silent,55-74 years,5
Georgia,Silent,75+ years,10
Georgia,Silent,55-74 years,24
Georgia,Silent,75+ years,5
Georgia,Silent,55-74 years,6
Georgia,Silent,75+ years,18
Georgia,Silent,55-74 years,36
Georgia,Silent,75+ years,10
Georgia,Silent,55-74 years,15
Georgia,Silent,55-74 years,32
Georgia,Silent,75+ years,7
Georgia,Silent,75+ years,5
Georgia,Silent,55-74 years,6
Georgia,Silent,75+ years,16
Georgia,Silent,75+ years,1
Georgia,Silent,75+ years,12
Georgia,Silent,75+ years,2
Georgia,Silent,75+ years,25
Georgia,Silent,75+ years,4
Georgia,Silent,75+ years,22
Georgia,Silent,75+ years,5
Georgia,Silent,75+ years,27
Georgia,Silent,75+ years,20
Germany,Silent,35-54 years,3302
Germany,Silent,35-54 years,1128
Germany,Silent,55-74 years,2445
Germany,Silent,55-74 years,1400
Germany,Silent,55-74 years,2405
Germany,Silent,55-74 years,1375
Germany,Silent,55-74 years,2485
Germany,Silent,55-74 years,1296
Germany,Silent,55-74 years,2527
Germany,Silent,55-74 years,1261
Germany,Silent,55-74 years,2597
Germany,Silent,55-74 years,1266
Germany,Silent,55-74 years,2463
Germany,Silent,55-74 years,1249
Germany,Silent,55-74 years,2550
Germany,Silent,55-74 years,1175
Germany,Silent,55-74 years,2542
Germany,Silent,55-74 years,1048
Germany,Silent,55-74 years,2421
Germany,Silent,55-74 years,1045
Germany,Silent,55-74 years,2528
Germany,Silent,55-74 years,1020
Germany,Silent,75+ years,1106
Germany,Silent,55-74 years,2415
Germany,Silent,75+ years,764
Germany,Silent,55-74 years,983
Germany,Silent,75+ years,1147
Germany,Silent,55-74 years,2354
Germany,Silent,75+ years,773
Germany,Silent,55-74 years,1013
Germany,Silent,75+ years,1187
Germany,Silent,55-74 years,2416
Germany,Silent,75+ years,775
Germany,Silent,55-74 years,925
Germany,Silent,75+ years,1178
Germany,Silent,55-74 years,2413
Germany,Silent,75+ years,746
Germany,Silent,55-74 years,906
Germany,Silent,75+ years,1160
Germany,Silent,55-74 years,2269
Germany,Silent,75+ years,664
Germany,Silent,55-74 years,939
Germany,Silent,75+ years,1160
Germany,Silent,55-74 years,2314
Germany,Silent,75+ years,611
Germany,Silent,55-74 years,826
Germany,Silent,75+ years,1143
Germany,Silent,55-74 years,2213
Germany,Silent,75+ years,595
Germany,Silent,55-74 years,796
Germany,Silent,75+ years,1149
Germany,Silent,55-74 years,2199
Germany,Silent,75+ years,592
Germany,Silent,55-74 years,768
Germany,Silent,75+ years,1209
Germany,Silent,55-74 years,2277
Germany,Silent,75+ years,520
Germany,Silent,55-74 years,789
Germany,Silent,75+ years,1277
Germany,Silent,55-74 years,2358
Germany,Silent,75+ years,588
Germany,Silent,55-74 years,851
Germany,Silent,75+ years,1374
Germany,Silent,75+ years,624
Germany,Silent,75+ years,1430
Germany,Silent,75+ years,607
Germany,Silent,75+ years,1518
Germany,Silent,75+ years,641
Germany,Silent,75+ years,1608
Germany,Silent,75+ years,621
Germany,Silent,75+ years,1729
Germany,Silent,75+ years,635
Greece,Silent,35-54 years,82
Greece,Silent,35-54 years,35
Greece,Silent,35-54 years,63
Greece,Silent,35-54 years,28
Greece,Silent,35-54 years,81
Greece,Silent,35-54 years,35
Greece,Silent,35-54 years,72
Greece,Silent,35-54 years,29
Greece,Silent,35-54 years,80
Greece,Silent,35-54 years,28
Greece,Silent,35-54 years,68
Greece,Silent,35-54 years,25
Greece,Silent,55-74 years,95
Greece,Silent,55-74 years,26
Greece,Silent,55-74 years,90
Greece,Silent,55-74 years,28
Greece,Silent,55-74 years,95
Greece,Silent,55-74 years,37
Greece,Silent,55-74 years,88
Greece,Silent,55-74 years,33
Greece,Silent,55-74 years,75
Greece,Silent,55-74 years,26
Greece,Silent,55-74 years,92
Greece,Silent,55-74 years,19
Greece,Silent,55-74 years,72
Greece,Silent,55-74 years,19
Greece,Silent,55-74 years,105
Greece,Silent,55-74 years,37
Greece,Silent,55-74 years,83
Greece,Silent,55-74 years,28
Greece,Silent,55-74 years,81
Greece,Silent,55-74 years,23
Greece,Silent,75+ years,30
Greece,Silent,55-74 years,84
Greece,Silent,75+ years,10
Greece,Silent,55-74 years,11
Greece,Silent,75+ years,34
Greece,Silent,55-74 years,87
Greece,Silent,75+ years,11
Greece,Silent,55-74 years,23
Greece,Silent,75+ years,33
Greece,Silent,55-74 years,85
Greece,Silent,55-74 years,20
Greece,Silent,75+ years,5
Greece,Silent,75+ years,47
Greece,Silent,55-74 years,75
Greece,Silent,55-74 years,27
Greece,Silent,75+ years,3
Greece,Silent,75+ years,55
Greece,Silent,55-74 years,90
Greece,Silent,75+ years,11
Greece,Silent,55-74 years,17
Greece,Silent,75+ years,60
Greece,Silent,55-74 years,83
Greece,Silent,75+ years,9
Greece,Silent,55-74 years,17
Greece,Silent,55-74 years,75
Greece,Silent,75+ years,25
Greece,Silent,75+ years,11
Greece,Silent,55-74 years,12
Greece,Silent,75+ years,55
Greece,Silent,55-74 years,71
Greece,Silent,75+ years,8
Greece,Silent,55-74 years,14
Greece,Silent,75+ years,49
Greece,Silent,55-74 years,81
Greece,Silent,75+ years,9
Greece,Silent,55-74 years,16
Greece,Silent,75+ years,55
Greece,Silent,55-74 years,85
Greece,Silent,75+ years,6
Greece,Silent,55-74 years,11
Greece,Silent,75+ years,52
Greece,Silent,75+ years,14
Greece,Silent,75+ years,63
Greece,Silent,75+ years,14
Greece,Silent,75+ years,52
Greece,Silent,75+ years,13
Greece,Silent,75+ years,71
Greece,Silent,75+ years,20
Greece,Silent,75+ years,70
Greece,Silent,75+ years,12
Grenada,Silent,35-54 years,0
Grenada,Silent,35-54 years,0
Grenada,Silent,35-54 years,0
Grenada,Silent,35-54 years,0
Grenada,Silent,35-54 years,1
Grenada,Silent,35-54 years,0
Grenada,Silent,35-54 years,1
Grenada,Silent,35-54 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,1
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,55-74 years,0
Grenada,Silent,75+ years,0
Grenada,Silent,55-74 years,0
