country,generation,age,suicides_no
Czech Republic,Generation X,35-54 years,86
Czech Republic,Generation X,35-54 years,538
Czech Republic,Generation X,35-54 years,94
Czech Republic,Generation X,35-54 years,485
Czech Republic,Generation X,35-54 years,108
Czech Republic,Generation X,35-54 years,467
Czech Republic,Generation X,35-54 years,94
Czech Republic,Generation X,35-54 years,404
Czech Republic,Generation X,35-54 years,86
Czech Republic,Generation X,35-54 years,386
Czech Republic,Generation X,35-54 years,91
Denmark,Generation X,15-24 years,37
Denmark,Generation X,15-24 years,13
Denmark,Generation X,25-34 years,108
Denmark,Generation X,15-24 years,47
Denmark,Generation X,25-34 years,18
Denmark,Generation X,15-24 years,8
Denmark,Generation X,25-34 years,83
Denmark,Generation X,15-24 years,46
Denmark,Generation X,25-34 years,20
Denmark,Generation X,15-24 years,8
Denmark,Generation X,25-34 years,79
Denmark,Generation X,15-24 years,45
Denmark,Generation X,25-34 years,22
Denmark,Generation X,15-24 years,17
Denmark,Generation X,25-34 years,84
Denmark,Generation X,15-24 years,34
Denmark,Generation X,25-34 years,16
Denmark,Generation X,15-24 years,9
Denmark,Generation X,25-34 years,91
Denmark,Generation X,15-24 years,40
Denmark,Generation X,25-34 years,21
Denmark,Generation X,15-24 years,7
Denmark,Generation X,25-34 years,61
Denmark,Generation X,15-24 years,39
Denmark,Generation X,25-34 years,16
Denmark,Generation X,15-24 years,9
Denmark,Generation X,25-34 years,58
Denmark,Generation X,25-34 years,9
Denmark,Generation X,25-34 years,64
Denmark,Generation X,25-34 years,11
Denmark,Generation X,25-34 years,48
Denmark,Generation X,25-34 years,19
Denmark,Generation X,25-34 years,60
Denmark,Generation X,25-34 years,19
Denmark,Generation X,25-34 years,53
Denmark,Generation X,25-34 years,10
Denmark,Generation X,25-34 years,52
Denmark,Generation X,25-34 years,15
Denmark,Generation X,25-34 years,56
Denmark,Generation X,25-34 years,15
Denmark,Generation X,25-34 years,48
Denmark,Generation X,25-34 years,9
Denmark,Generation X,25-34 years,36
Denmark,Generation X,25-34 years,13
Denmark,Generation X,35-54 years,142
Denmark,Generation X,25-34 years,43
Denmark,Generation X,35-54 years,64
Denmark,Generation X,25-34 years,6
Denmark,Generation X,35-54 years,189
Denmark,Generation X,35-54 years,50
Denmark,Generation X,35-54 years,209
Denmark,Generation X,35-54 years,58
Denmark,Generation X,35-54 years,174
Denmark,Generation X,35-54 years,54
Denmark,Generation X,35-54 years,178
Denmark,Generation X,35-54 years,59
Denmark,Generation X,35-54 years,159
Denmark,Generation X,35-54 years,51
Dominica,Generation X,15-24 years,0
Dominica,Generation X,5-14 years,0
Dominica,Generation X,15-24 years,0
Dominica,Generation X,5-14 years,0
Ecuador,Generation X,15-24 years,104
Ecuador,Generation X,15-24 years,58
Ecuador,Generation X,5-14 years,7
Ecuador,Generation X,5-14 years,4
Ecuador,Generation X,15-24 years,87
Ecuador,Generation X,15-24 years,74
Ecuador,Generation X,5-14 years,6
Ecuador,Generation X,5-14 years,6
Ecuador,Generation X,15-24 years,79
Ecuador,Generation X,15-24 years,78
Ecuador,Generation X,5-14 years,8
Ecuador,Generation X,5-14 years,4
Ecuador,Generation X,15-24 years,107
Ecuador,Generation X,15-24 years,73
Ecuador,Generation X,5-14 years,5
Ecuador,Generation X,5-14 years,4
Ecuador,Generation X,15-24 years,89
Ecuador,Generation X,15-24 years,77
Ecuador,Generation X,5-14 years,7
Ecuador,Generation X,5-14 years,5
Ecuador,Generation X,15-24 years,97
Ecuador,Generation X,15-24 years,84
Ecuador,Generation X,5-14 years,6
Ecuador,Generation X,5-14 years,5
Ecuador,Generation X,15-24 years,117
Ecuador,Generation X,15-24 years,107
Ecuador,Generation X,15-24 years,114
Ecuador,Generation X,15-24 years,92
Ecuador,Generation X,15-24 years,131
Ecuador,Generation X,15-24 years,105
Ecuador,Generation X,15-24 years,95
Ecuador,Generation X,15-24 years,91
Ecuador,Generation X,25-34 years,97
Ecuador,Generation X,15-24 years,113
Ecuador,Generation X,15-24 years,95
Ecuador,Generation X,25-34 years,43
Ecuador,Generation X,25-34 years,111
Ecuador,Generation X,15-24 years,126
Ecuador,Generation X,15-24 years,102
Ecuador,Generation X,25-34 years,46
Ecuador,Generation X,25-34 years,109
Ecuador,Generation X,15-24 years,124
Ecuador,Generation X,15-24 years,101
Ecuador,Generation X,25-34 years,33
Ecuador,Generation X,25-34 years,113
Ecuador,Generation X,15-24 years,122
Ecuador,Generation X,15-24 years,102
Ecuador,Generation X,25-34 years,29
Ecuador,Generation X,15-24 years,138
Ecuador,Generation X,25-34 years,103
Ecuador,Generation X,15-24 years,96
Ecuador,Generation X,25-34 years,37
Ecuador,Generation X,15-24 years,132
Ecuador,Generation X,25-34 years,84
Ecuador,Generation X,15-24 years,73
Ecuador,Generation X,25-34 years,45
Ecuador,Generation X,25-34 years,101
Ecuador,Generation X,25-34 years,38
Ecuador,Generation X,25-34 years,89
Ecuador,Generation X,25-34 years,31
Ecuador,Generation X,25-34 years,96
Ecuador,Generation X,25-34 years,47
Ecuador,Generation X,25-34 years,137
Ecuador,Generation X,25-34 years,36
Ecuador,Generation X,25-34 years,150
Ecuador,Generation X,25-34 years,44
Ecuador,Generation X,25-34 years,154
Ecuador,Generation X,25-34 years,49
Ecuador,Generation X,25-34 years,157
Ecuador,Generation X,25-34 years,53
Ecuador,Generation X,25-34 years,170
Ecuador,Generation X,25-34 years,48
Ecuador,Generation X,25-34 years,179
Ecuador,Generation X,25-34 years,48
Ecuador,Generation X,25-34 years,171
Ecuador,Generation X,35-54 years,165
Ecuador,Generation X,25-34 years,60
Ecuador,Generation X,35-54 years,39
Ecuador,Generation X,35-54 years,160
Ecuador,Generation X,35-54 years,45
Ecuador,Generation X,35-54 years,162
Ecuador,Generation X,35-54 years,48
Ecuador,Generation X,35-54 years,106
Ecuador,Generation X,35-54 years,32
Ecuador,Generation X,35-54 years,153
Ecuador,Generation X,35-54 years,22
Ecuador,Generation X,35-54 years,205
Ecuador,Generation X,35-54 years,46
El Salvador,Generation X,15-24 years,127
El Salvador,Generation X,15-24 years,112
El Salvador,Generation X,5-14 years,7
El Salvador,Generation X,5-14 years,1
El Salvador,Generation X,15-24 years,98
El Salvador,Generation X,15-24 years,97
El Salvador,Generation X,15-24 years,87
El Salvador,Generation X,15-24 years,83
El Salvador,Generation X,15-24 years,113
El Salvador,Generation X,15-24 years,81
El Salvador,Generation X,25-34 years,124
El Salvador,Generation X,15-24 years,171
El Salvador,Generation X,15-24 years,114
El Salvador,Generation X,25-34 years,42
El Salvador,Generation X,25-34 years,110
El Salvador,Generation X,15-24 years,128
El Salvador,Generation X,15-24 years,112
El Salvador,Generation X,25-34 years,22
El Salvador,Generation X,25-34 years,93
El Salvador,Generation X,15-24 years,128
El Salvador,Generation X,15-24 years,109
El Salvador,Generation X,25-34 years,39
El Salvador,Generation X,25-34 years,94
El Salvador,Generation X,15-24 years,108
El Salvador,Generation X,15-24 years,92
El Salvador,Generation X,25-34 years,35
El Salvador,Generation X,25-34 years,84
El Salvador,Generation X,15-24 years,115
El Salvador,Generation X,15-24 years,94
El Salvador,Generation X,25-34 years,28
El Salvador,Generation X,25-34 years,82
El Salvador,Generation X,15-24 years,110
El Salvador,Generation X,15-24 years,82
El Salvador,Generation X,25-34 years,25
El Salvador,Generation X,25-34 years,90
El Salvador,Generation X,25-34 years,27
El Salvador,Generation X,25-34 years,71
El Salvador,Generation X,25-34 years,18
El Salvador,Generation X,25-34 years,117
El Salvador,Generation X,25-34 years,19
El Salvador,Generation X,25-34 years,86
El Salvador,Generation X,25-34 years,22
El Salvador,Generation X,25-34 years,86
El Salvador,Generation X,25-34 years,22
El Salvador,Generation X,25-34 years,80
El Salvador,Generation X,25-34 years,24
El Salvador,Generation X,25-34 years,114
El Salvador,Generation X,25-34 years,22
El Salvador,Generation X,25-34 years,103
El Salvador,Generation X,25-34 years,26
El Salvador,Generation X,25-34 years,120
El Salvador,Generation X,25-34 years,27
El Salvador,Generation X,25-34 years,93
El Salvador,Generation X,35-54 years,73
El Salvador,Generation X,25-34 years,19
El Salvador,Generation X,35-54 years,20
El Salvador,Generation X,35-54 years,85
El Salvador,Generation X,35-54 years,22
El Salvador,Generation X,35-54 years,98
El Salvador,Generation X,35-54 years,19
El Salvador,Generation X,35-54 years,129
El Salvador,Generation X,35-54 years,19
El Salvador,Generation X,35-54 years,85
El Salvador,Generation X,35-54 years,27
Estonia,Generation X,25-34 years,66
Estonia,Generation X,15-24 years,29
Estonia,Generation X,25-34 years,9
Estonia,Generation X,15-24 years,7
Estonia,Generation X,25-34 years,53
Estonia,Generation X,15-24 years,37
Estonia,Generation X,15-24 years,8
Estonia,Generation X,25-34 years,2
Estonia,Generation X,25-34 years,60
Estonia,Generation X,15-24 years,36
Estonia,Generation X,25-34 years,7
Estonia,Generation X,15-24 years,6
Estonia,Generation X,25-34 years,55
Estonia,Generation X,15-24 years,36
Estonia,Generation X,15-24 years,5
Estonia,Generation X,25-34 years,4
Estonia,Generation X,25-34 years,54
Estonia,Generation X,15-24 years,47
Estonia,Generation X,15-24 years,7
Estonia,Generation X,25-34 years,3
Estonia,Generation X,25-34 years,38
Estonia,Generation X,15-24 years,30
Estonia,Generation X,25-34 years,11
Estonia,Generation X,15-24 years,6
Estonia,Generation X,25-34 years,44
Estonia,Generation X,25-34 years,8
Estonia,Generation X,25-34 years,53
Estonia,Generation X,25-34 years,6
Estonia,Generation X,25-34 years,38
Estonia,Generation X,25-34 years,5
Estonia,Generation X,25-34 years,43
Estonia,Generation X,25-34 years,7
Estonia,Generation X,25-34 years,32
Estonia,Generation X,25-34 years,3
Estonia,Generation X,25-34 years,21
Estonia,Generation X,25-34 years,4
Estonia,Generation X,25-34 years,39
Estonia,Generation X,25-34 years,2
Estonia,Generation X,25-34 years,23
Estonia,Generation X,25-34 years,4
Estonia,Generation X,25-34 years,30
Estonia,Generation X,25-34 years,3
Estonia,Generation X,35-54 years,61
Estonia,Generation X,25-34 years,28
Estonia,Generation X,25-34 years,5
Estonia,Generation X,35-54 years,9
Estonia,Generation X,35-54 years,58
Estonia,Generation X,35-54 years,15
Estonia,Generation X,35-54 years,65
Estonia,Generation X,35-54 years,7
Estonia,Generation X,35-54 years,52
Estonia,Generation X,35-54 years,13
Estonia,Generation X,35-54 years,57
Estonia,Generation X,35-54 years,16
Estonia,Generation X,35-54 years,48
Estonia,Generation X,35-54 years,11
Fiji,Generation X,25-34 years,5
Fiji,Generation X,25-34 years,2
Fiji,Generation X,25-34 years,5
Fiji,Generation X,25-34 years,4
Fiji,Generation X,25-34 years,2
Fiji,Generation X,25-34 years,0
Fiji,Generation X,25-34 years,4
Fiji,Generation X,25-34 years,1
Fiji,Generation X,25-34 years,3
Fiji,Generation X,25-34 years,3
Fiji,Generation X,25-34 years,4
Fiji,Generation X,25-34 years,0
Fiji,Generation X,25-34 years,2
Fiji,Generation X,25-34 years,2
Fiji,Generation X,25-34 years,9
Fiji,Generation X,25-34 years,2
Fiji,Generation X,25-34 years,5
Fiji,Generation X,25-34 years,3
Fiji,Generation X,35-54 years,10
Fiji,Generation X,35-54 years,2
Fiji,Generation X,35-54 years,6
Fiji,Generation X,35-54 years,1
Finland,Generation X,15-24 years,135
Finland,Generation X,15-24 years,26
Finland,Generation X,5-14 years,4
Finland,Generation X,5-14 years,0
Finland,Generation X,15-24 years,137
Finland,Generation X,15-24 years,25
Finland,Generation X,5-14 years,2
Finland,Generation X,5-14 years,1
Finland,Generation X,15-24 years,170
Finland,Generation X,15-24 years,21
Finland,Generation X,5-14 years,3
Finland,Generation X,5-14 years,0
Finland,Generation X,15-24 years,169
Finland,Generation X,15-24 years,35
Finland,Generation X,5-14 years,4
Finland,Generation X,5-14 years,0
Finland,Generation X,15-24 years,139
Finland,Generation X,15-24 years,23
Finland,Generation X,15-24 years,115
Finland,Generation X,15-24 years,26
Finland,Generation X,15-24 years,107
Finland,Generation X,15-24 years,10
Finland,Generation X,15-24 years,147
Finland,Generation X,15-24 years,24
Finland,Generation X,25-34 years,194
Finland,Generation X,15-24 years,118
Finland,Generation X,25-34 years,48
Finland,Generation X,15-24 years,26
Finland,Generation X,25-34 years,183
Finland,Generation X,15-24 years,110
Finland,Generation X,25-34 years,44
Finland,Generation X,15-24 years,21
Finland,Generation X,25-34 years,179
Finland,Generation X,15-24 years,128
Finland,Generation X,25-34 years,43
Finland,Generation X,15-24 years,22
Finland,Generation X,25-34 years,172
Finland,Generation X,15-24 years,98
Finland,Generation X,25-34 years,38
Finland,Generation X,15-24 years,25
Finland,Generation X,25-34 years,167
Finland,Generation X,15-24 years,122
Finland,Generation X,25-34 years,36
Finland,Generation X,15-24 years,19
Finland,Generation X,25-34 years,156
Finland,Generation X,15-24 years,105
Finland,Generation X,25-34 years,41
Finland,Generation X,15-24 years,26
Finland,Generation X,25-34 years,156
Finland,Generation X,25-34 years,23
Finland,Generation X,25-34 years,124
Finland,Generation X,25-34 years,30
Finland,Generation X,25-34 years,111
Finland,Generation X,25-34 years,25
Finland,Generation X,25-34 years,119
Finland,Generation X,25-34 years,30
Finland,Generation X,25-34 years,99
Finland,Generation X,25-34 years,32
Finland,Generation X,25-34 years,113
Finland,Generation X,25-34 years,33
Finland,Generation X,25-34 years,101
Finland,Generation X,25-34 years,24
Finland,Generation X,25-34 years,116
Finland,Generation X,25-34 years,32
Finland,Generation X,25-34 years,121
Finland,Generation X,25-34 years,40
Finland,Generation X,25-34 years,119
Finland,Generation X,35-54 years,241
Finland,Generation X,25-34 years,37
Finland,Generation X,35-54 years,77
Finland,Generation X,35-54 years,259
Finland,Generation X,35-54 years,67
Finland,Generation X,35-54 years,235
Finland,Generation X,35-54 years,65
Finland,Generation X,35-54 years,194
Finland,Generation X,35-54 years,72
Finland,Generation X,35-54 years,207
Finland,Generation X,35-54 years,60
Finland,Generation X,35-54 years,190
Finland,Generation X,35-54 years,55
France,Generation X,15-24 years,740
France,Generation X,15-24 years,197
France,Generation X,5-14 years,29
France,Generation X,5-14 years,6
France,Generation X,15-24 years,695
France,Generation X,15-24 years,193
France,Generation X,5-14 years,35
France,Generation X,5-14 years,6
France,Generation X,15-24 years,641
France,Generation X,15-24 years,175
France,Generation X,5-14 years,33
France,Generation X,5-14 years,9
France,Generation X,15-24 years,606
France,Generation X,15-24 years,178
France,Generation X,5-14 years,23
France,Generation X,5-14 years,5
France,Generation X,15-24 years,681
France,Generation X,15-24 years,190
France,Generation X,5-14 years,23
France,Generation X,5-14 years,8
France,Generation X,15-24 years,607
France,Generation X,15-24 years,184
France,Generation X,5-14 years,14
France,Generation X,5-14 years,5
France,Generation X,15-24 years,639
France,Generation X,15-24 years,167
France,Generation X,15-24 years,589
France,Generation X,15-24 years,175
France,Generation X,15-24 years,756
France,Generation X,15-24 years,210
France,Generation X,15-24 years,663
France,Generation X,15-24 years,171
France,Generation X,25-34 years,1397
France,Generation X,15-24 years,622
France,Generation X,25-34 years,372
France,Generation X,15-24 years,181
France,Generation X,25-34 years,1308
France,Generation X,15-24 years,519
France,Generation X,25-34 years,381
France,Generation X,15-24 years,165
France,Generation X,25-34 years,1206
France,Generation X,15-24 years,534
France,Generation X,25-34 years,362
France,Generation X,15-24 years,167
France,Generation X,25-34 years,1136
France,Generation X,15-24 years,523
France,Generation X,25-34 years,316
France,Generation X,15-24 years,140
France,Generation X,25-34 years,1103
France,Generation X,15-24 years,477
France,Generation X,25-34 years,325
France,Generation X,15-24 years,127
France,Generation X,25-34 years,1088
France,Generation X,15-24 years,471
France,Generation X,25-34 years,291
France,Generation X,15-24 years,137
France,Generation X,25-34 years,1075
France,Generation X,25-34 years,260
France,Generation X,25-34 years,1069
France,Generation X,25-34 years,275
France,Generation X,25-34 years,1038
France,Generation X,25-34 years,281
France,Generation X,25-34 years,947
France,Generation X,25-34 years,272
France,Generation X,25-34 years,946
France,Generation X,25-34 years,240
France,Generation X,25-34 years,887
France,Generation X,25-34 years,255
France,Generation X,25-34 years,843
France,Generation X,25-34 years,204
France,Generation X,25-34 years,843
France,Generation X,25-34 years,211
France,Generation X,25-34 years,827
France,Generation X,25-34 years,215
France,Generation X,35-54 years,3118
France,Generation X,25-34 years,805
France,Generation X,35-54 years,1074
France,Generation X,25-34 years,177
France,Generation X,35-54 years,3151
France,Generation X,35-54 years,1011
France,Generation X,35-54 years,2903
France,Generation X,35-54 years,891
France,Generation X,35-54 years,2852
France,Generation X,35-54 years,846
France,Generation X,35-54 years,2536
France,Generation X,35-54 years,778
Georgia,Generation X,15-24 years,23
Georgia,Generation X,15-24 years,4
Georgia,Generation X,5-14 years,0
Georgia,Generation X,5-14 years,0
Georgia,Generation X,15-24 years,12
Georgia,Generation X,15-24 years,4
Georgia,Generation X,15-24 years,18
Georgia,Generation X,15-24 years,9
Georgia,Generation X,15-24 years,15
Georgia,Generation X,15-24 years,2
Georgia,Generation X,25-34 years,18
Georgia,Generation X,15-24 years,14
Georgia,Generation X,15-24 years,4
Georgia,Generation X,25-34 years,2
Georgia,Generation X,25-34 years,20
Georgia,Generation X,15-24 years,9
Georgia,Generation X,25-34 years,5
Georgia,Generation X,15-24 years,4
Georgia,Generation X,25-34 years,22
Georgia,Generation X,15-24 years,22
Georgia,Generation X,15-24 years,2
Georgia,Generation X,25-34 years,1
Georgia,Generation X,15-24 years,21
Georgia,Generation X,25-34 years,15
Georgia,Generation X,25-34 years,6
Georgia,Generation X,15-24 years,1
Georgia,Generation X,25-34 years,37
Georgia,Generation X,15-24 years,10
Georgia,Generation X,15-24 years,6
Georgia,Generation X,25-34 years,3
Georgia,Generation X,25-34 years,15
Georgia,Generation X,15-24 years,8
Georgia,Generation X,25-34 years,1
Georgia,Generation X,15-24 years,0
Georgia,Generation X,25-34 years,11
Georgia,Generation X,25-34 years,1
Georgia,Generation X,25-34 years,29
Georgia,Generation X,25-34 years,4
Georgia,Generation X,25-34 years,13
Georgia,Generation X,25-34 years,7
Georgia,Generation X,25-34 years,13
Georgia,Generation X,25-34 years,3
Georgia,Generation X,25-34 years,14
Georgia,Generation X,25-34 years,1
Georgia,Generation X,25-34 years,24
Georgia,Generation X,25-34 years,2
Georgia,Generation X,35-54 years,29
Georgia,Generation X,25-34 years,16
Georgia,Generation X,35-54 years,5
Georgia,Generation X,25-34 years,0
Georgia,Generation X,35-54 years,25
Georgia,Generation X,35-54 years,6
Georgia,Generation X,35-54 years,26
Georgia,Generation X,35-54 years,3
Georgia,Generation X,35-54 years,41
Georgia,Generation X,35-54 years,7
Georgia,Generation X,35-54 years,53
Georgia,Generation X,35-54 years,5
Georgia,Generation X,35-54 years,46
Georgia,Generation X,35-54 years,8
Germany,Generation X,15-24 years,800
Germany,Generation X,15-24 years,228
Germany,Generation X,5-14 years,22
Germany,Generation X,5-14 years,9
Germany,Generation X,15-24 years,775
Germany,Generation X,15-24 years,185
Germany,Generation X,15-24 years,674
Germany,Generation X,15-24 years,163
Germany,Generation X,15-24 years,632
Germany,Generation X,15-24 years,157
Germany,Generation X,15-24 years,682
Germany,Generation X,15-24 years,170
Germany,Generation X,25-34 years,1452
Germany,Generation X,15-24 years,630
Germany,Generation X,25-34 years,343
Germany,Generation X,15-24 years,176
Germany,Generation X,25-34 years,1441
Germany,Generation X,15-24 years,589
Germany,Generation X,25-34 years,351
Germany,Generation X,15-24 years,157
Germany,Generation X,25-34 years,1345
Germany,Generation X,15-24 years,600
Germany,Generation X,25-34 years,363
Germany,Generation X,15-24 years,142
Germany,Generation X,25-34 years,1251
Germany,Generation X,15-24 years,589
Germany,Generation X,25-34 years,298
Germany,Generation X,15-24 years,155
Germany,Generation X,25-34 years,1132
Germany,Generation X,15-24 years,595
Germany,Generation X,25-34 years,265
Germany,Generation X,15-24 years,133
Germany,Generation X,25-34 years,1002
Germany,Generation X,15-24 years,575
Germany,Generation X,25-34 years,240
Germany,Generation X,15-24 years,137
Germany,Generation X,25-34 years,985
Germany,Generation X,25-34 years,221
Germany,Generation X,25-34 years,903
Germany,Generation X,25-34 years,219
Germany,Generation X,25-34 years,868
Germany,Generation X,25-34 years,225
Germany,Generation X,25-34 years,820
Germany,Generation X,25-34 years,180
Germany,Generation X,25-34 years,730
Germany,Generation X,25-34 years,171
Germany,Generation X,25-34 years,629
Germany,Generation X,25-34 years,154
Germany,Generation X,25-34 years,654
Germany,Generation X,25-34 years,145
Germany,Generation X,25-34 years,632
Germany,Generation X,25-34 years,157
Germany,Generation X,25-34 years,637
Germany,Generation X,25-34 years,146
Germany,Generation X,35-54 years,2605
Germany,Generation X,25-34 years,735
Germany,Generation X,35-54 years,805
Germany,Generation X,25-34 years,177
Germany,Generation X,35-54 years,2582
Germany,Generation X,35-54 years,757
Germany,Generation X,35-54 years,2408
Germany,Generation X,35-54 years,810
Germany,Generation X,35-54 years,2423
Germany,Generation X,35-54 years,808
Germany,Generation X,35-54 years,2444
Germany,Generation X,35-54 years,801
Germany,Generation X,35-54 years,2267
Germany,Generation X,35-54 years,800
Greece,Generation X,15-24 years,35
Greece,Generation X,15-24 years,13
Greece,Generation X,5-14 years,0
Greece,Generation X,5-14 years,0
Greece,Generation X,15-24 years,43
Greece,Generation X,15-24 years,13
Greece,Generation X,5-14 years,0
Greece,Generation X,5-14 years,0
Greece,Generation X,15-24 years,34
Greece,Generation X,15-24 years,12
Greece,Generation X,5-14 years,3
Greece,Generation X,5-14 years,1
Greece,Generation X,15-24 years,37
Greece,Generation X,15-24 years,4
Greece,Generation X,5-14 years,0
Greece,Generation X,5-14 years,0
Greece,Generation X,15-24 years,32
Greece,Generation X,15-24 years,7
Greece,Generation X,5-14 years,4
Greece,Generation X,5-14 years,0
Greece,Generation X,15-24 years,40
Greece,Generation X,15-24 years,8
Greece,Generation X,5-14 years,3
Greece,Generation X,5-14 years,0
Greece,Generation X,15-24 years,31
Greece,Generation X,15-24 years,5
Greece,Generation X,15-24 years,21
Greece,Generation X,15-24 years,4
Greece,Generation X,15-24 years,29
Greece,Generation X,15-24 years,6
Greece,Generation X,15-24 years,33
Greece,Generation X,15-24 years,3
Greece,Generation X,25-34 years,58
Greece,Generation X,15-24 years,35
Greece,Generation X,25-34 years,11
Greece,Generation X,15-24 years,6
Greece,Generation X,25-34 years,61
Greece,Generation X,15-24 years,22
Greece,Generation X,25-34 years,9
Greece,Generation X,15-24 years,5
Greece,Generation X,25-34 years,68
Greece,Generation X,15-24 years,44
Greece,Generation X,15-24 years,6
Greece,Generation X,25-34 years,5
Greece,Generation X,25-34 years,60
Greece,Generation X,15-24 years,24
Greece,Generation X,25-34 years,17
Greece,Generation X,15-24 years,3
Greece,Generation X,25-34 years,59
Greece,Generation X,15-24 years,29
Greece,Generation X,25-34 years,16
Greece,Generation X,15-24 years,7
Greece,Generation X,25-34 years,57
Greece,Generation X,15-24 years,31
Greece,Generation X,25-34 years,14
Greece,Generation X,15-24 years,10
Greece,Generation X,25-34 years,48
Greece,Generation X,25-34 years,5
Greece,Generation X,25-34 years,34
Greece,Generation X,25-34 years,11
Greece,Generation X,25-34 years,46
Greece,Generation X,25-34 years,11
Greece,Generation X,25-34 years,47
Greece,Generation X,25-34 years,12
Greece,Generation X,25-34 years,45
Greece,Generation X,25-34 years,14
Greece,Generation X,25-34 years,47
Greece,Generation X,25-34 years,12
Greece,Generation X,25-34 years,47
Greece,Generation X,25-34 years,12
Greece,Generation X,25-34 years,52
Greece,Generation X,25-34 years,8
Greece,Generation X,25-34 years,56
Greece,Generation X,25-34 years,11
Greece,Generation X,35-54 years,128
Greece,Generation X,25-34 years,53
Greece,Generation X,35-54 years,14
Greece,Generation X,25-34 years,6
Greece,Generation X,35-54 years,157
Greece,Generation X,35-54 years,29
Greece,Generation X,35-54 years,167
Greece,Generation X,35-54 years,28
Greece,Generation X,35-54 years,152
Greece,Generation X,35-54 years,37
Greece,Generation X,35-54 years,165
Greece,Generation X,35-54 years,42
Greece,Generation X,35-54 years,147
Greece,Generation X,35-54 years,36
Grenada,Generation X,15-24 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,15-24 years,1
Grenada,Generation X,15-24 years,1
Grenada,Generation X,5-14 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,15-24 years,1
Grenada,Generation X,15-24 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,5-14 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,15-24 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,1
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,1
Grenada,Generation X,25-34 years,1
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,1
Grenada,Generation X,25-34 years,1
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,25-34 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,1
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Grenada,Generation X,35-54 years,0
Guatemala,Generation X,15-24 years,65
Guatemala,Generation X,15-24 years,17
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,15-24 years,45
Guatemala,Generation X,15-24 years,21
Guatemala,Generation X,5-14 years,6
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,15-24 years,41
Guatemala,Generation X,15-24 years,14
Guatemala,Generation X,5-14 years,3
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,15-24 years,31
Guatemala,Generation X,15-24 years,6
Guatemala,Generation X,5-14 years,4
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,15-24 years,34
Guatemala,Generation X,15-24 years,10
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,5-14 years,2
Guatemala,Generation X,15-24 years,24
Guatemala,Generation X,15-24 years,15
Guatemala,Generation X,15-24 years,43
Guatemala,Generation X,15-24 years,12
Guatemala,Generation X,15-24 years,32
Guatemala,Generation X,15-24 years,10
Guatemala,Generation X,15-24 years,42
Guatemala,Generation X,15-24 years,11
Guatemala,Generation X,25-34 years,43
Guatemala,Generation X,15-24 years,56
Guatemala,Generation X,15-24 years,18
Guatemala,Generation X,25-34 years,9
Guatemala,Generation X,25-34 years,41
Guatemala,Generation X,15-24 years,25
Guatemala,Generation X,15-24 years,17
Guatemala,Generation X,25-34 years,7
Guatemala,Generation X,25-34 years,29
Guatemala,Generation X,15-24 years,48
Guatemala,Generation X,15-24 years,22
Guatemala,Generation X,25-34 years,6
